"date","date_frac","m.y","country","code","cases"
2015-10-01,2015.74744922889,"Oct.15","United States of America","USA",0
2015-11-01,2015.83232441605,"Nov.15","United States of America","USA",0
2015-12-01,2015.91446169395,"Dec.15","United States of America","USA",0
2016-01-01,2016,"Jan.16","United States of America","USA",0
2016-02-01,2016.08487518716,"Feb.16","United States of America","USA",0
2016-03-01,2016.1642745558,"Mar.16","United States of America","USA",0
2016-04-01,2016.24914974296,"Apr.16","United States of America","USA",0
2016-05-01,2016.33128702086,"May.16","United States of America","USA",0
2016-06-01,2016.41616220803,"Jun.16","United States of America","USA",0
2016-07-01,2016.49829948593,"Jul.16","United States of America","USA",0
2016-08-01,2016.58317467309,"Aug.16","United States of America","USA",0
2016-09-01,2016.66804986025,"Sep.16","United States of America","USA",0
2016-10-01,2016.75018713815,"Oct.16","United States of America","USA",0
2016-11-01,2016.83506232531,"Nov.16","United States of America","USA",0
2016-12-01,2016.91719960321,"Dec.16","United States of America","USA",0
2017-01-01,2017,"Jan.17","United States of America","USA",0
2017-02-01,2017.08487518716,"Feb.17","United States of America","USA",0
2017-03-01,2017.16153664654,"Mar.17","United States of America","USA",0
2017-04-01,2017.2464118337,"Apr.17","United States of America","USA",0
2017-05-01,2017.3285491116,"May.17","United States of America","USA",0
2017-06-01,2017.41342429876,"Jun.17","United States of America","USA",0
2017-07-01,2017.49556157666,"Jul.17","United States of America","USA",0
2017-08-01,2017.58043676383,"Aug.17","United States of America","USA",0
2017-09-01,2017.66531195099,"Sep.17","United States of America","USA",0
2017-10-01,2017.74744922889,"Oct.17","United States of America","USA",0
2017-11-01,2017.83232441605,"Nov.17","United States of America","USA",0
2017-12-01,2017.91446169395,"Dec.17","United States of America","USA",0
2013-12-01,2013.91446169395,"Dec.13","Uruguay","URY",0
2014-01-01,2014,"Jan.14","Uruguay","URY",0
2014-02-01,2014.08487518716,"Feb.14","Uruguay","URY",0
2014-03-01,2014.16153664654,"Mar.14","Uruguay","URY",0
2014-04-01,2014.2464118337,"Apr.14","Uruguay","URY",0
2014-05-01,2014.3285491116,"May.14","Uruguay","URY",0
2014-06-01,2014.41342429876,"Jun.14","Uruguay","URY",0
2014-07-01,2014.49556157666,"Jul.14","Uruguay","URY",2
2014-08-01,2014.58043676383,"Aug.14","Uruguay","URY",0
2014-09-01,2014.66531195099,"Sep.14","Uruguay","URY",41
2014-10-01,2014.74744922889,"Oct.14","Uruguay","URY",50
2014-11-01,2014.83232441605,"Nov.14","Uruguay","URY",0
2014-12-01,2014.91446169395,"Dec.14","Uruguay","URY",84
2015-01-01,2015,"Jan.15","Uruguay","URY",114
2015-02-01,2015.08487518716,"Feb.15","Uruguay","URY",12
2015-03-01,2015.16153664654,"Mar.15","Uruguay","URY",0
2015-04-01,2015.2464118337,"Apr.15","Uruguay","URY",0
2015-05-01,2015.3285491116,"May.15","Uruguay","URY",0
2015-06-01,2015.41342429876,"Jun.15","Uruguay","URY",0
2015-07-01,2015.49556157666,"Jul.15","Uruguay","URY",0
2015-08-01,2015.58043676383,"Aug.15","Uruguay","URY",0
2015-09-01,2015.66531195099,"Sep.15","Uruguay","URY",0
2015-10-01,2015.74744922889,"Oct.15","Uruguay","URY",0
2015-11-01,2015.83232441605,"Nov.15","Uruguay","URY",0
2015-12-01,2015.91446169395,"Dec.15","Uruguay","URY",0
2016-01-01,2016,"Jan.16","Uruguay","URY",0
2016-02-01,2016.08487518716,"Feb.16","Uruguay","URY",0
2016-03-01,2016.1642745558,"Mar.16","Uruguay","URY",0
2016-04-01,2016.24914974296,"Apr.16","Uruguay","URY",0
2016-05-01,2016.33128702086,"May.16","Uruguay","URY",0
2016-06-01,2016.41616220803,"Jun.16","Uruguay","URY",0
2016-07-01,2016.49829948593,"Jul.16","Uruguay","URY",0
2016-08-01,2016.58317467309,"Aug.16","Uruguay","URY",0
2016-09-01,2016.66804986025,"Sep.16","Uruguay","URY",0
2016-10-01,2016.75018713815,"Oct.16","Uruguay","URY",0
2016-11-01,2016.83506232531,"Nov.16","Uruguay","URY",0
2016-12-01,2016.91719960321,"Dec.16","Uruguay","URY",0
2013-12-01,2013.91446169395,"Dec.13","Venezuela","VEN",0
2014-01-01,2014,"Jan.14","Venezuela","VEN",0
2014-02-01,2014.08487518716,"Feb.14","Venezuela","VEN",0
2014-03-01,2014.16153664654,"Mar.14","Venezuela","VEN",0
2014-04-01,2014.2464118337,"Apr.14","Venezuela","VEN",0
2014-05-01,2014.3285491116,"May.14","Venezuela","VEN",0
2014-06-01,2014.41342429876,"Jun.14","Venezuela","VEN",7
2014-07-01,2014.49556157666,"Jul.14","Venezuela","VEN",0
2014-08-01,2014.58043676383,"Aug.14","Venezuela","VEN",438
2014-09-01,2014.66531195099,"Sep.14","Venezuela","VEN",334
2014-10-01,2014.74744922889,"Oct.14","Venezuela","VEN",290
2014-11-01,2014.83232441605,"Nov.14","Venezuela","VEN",377
2014-12-01,2014.91446169395,"Dec.14","Venezuela","VEN",102
2015-01-01,2015,"Jan.15","Venezuela","VEN",49
2015-02-01,2015.08487518716,"Feb.15","Venezuela","VEN",307
2015-03-01,2015.16153664654,"Mar.15","Venezuela","VEN",0
2015-04-01,2015.2464118337,"Apr.15","Venezuela","VEN",0
2015-05-01,2015.3285491116,"May.15","Venezuela","VEN",12778
2015-06-01,2015.41342429876,"Jun.15","Venezuela","VEN",0
2015-07-01,2015.49556157666,"Jul.15","Venezuela","VEN",0
2015-08-01,2015.58043676383,"Aug.15","Venezuela","VEN",1880
2015-09-01,2015.66531195099,"Sep.15","Venezuela","VEN",360
2015-10-01,2015.74744922889,"Oct.15","Venezuela","VEN",237
2015-11-01,2015.83232441605,"Nov.15","Venezuela","VEN",239
2015-12-01,2015.91446169395,"Dec.15","Venezuela","VEN",345
2016-01-01,2016,"Jan.16","Venezuela","VEN",1599
2016-02-01,2016.08487518716,"Feb.16","Venezuela","VEN",563
2016-03-01,2016.1642745558,"Mar.16","Venezuela","VEN",547
2016-04-01,2016.24914974296,"Apr.16","Venezuela","VEN",180
2016-05-01,2016.33128702086,"May.16","Venezuela","VEN",316
2016-06-01,2016.41616220803,"Jun.16","Venezuela","VEN",0
2016-07-01,2016.49829948593,"Jul.16","Venezuela","VEN",449
2016-08-01,2016.58317467309,"Aug.16","Venezuela","VEN",330
2016-09-01,2016.66804986025,"Sep.16","Venezuela","VEN",0
2016-11-01,2016.83506232531,"Nov.16","Venezuela","VEN",0
2016-12-01,2016.91719960321,"Dec.16","Venezuela","VEN",651
2017-01-01,2017,"Jan.17","Venezuela","VEN",11
2017-02-01,2017.08487518716,"Feb.17","Venezuela","VEN",18
2017-03-01,2017.16153664654,"Mar.17","Venezuela","VEN",50
2017-04-01,2017.2464118337,"Apr.17","Venezuela","VEN",12
2017-05-01,2017.3285491116,"May.17","Venezuela","VEN",18
2017-06-01,2017.41342429876,"Jun.17","Venezuela","VEN",0
2017-07-01,2017.49556157666,"Jul.17","Venezuela","VEN",0
2017-08-01,2017.58043676383,"Aug.17","Venezuela","VEN",0
2017-09-01,2017.66531195099,"Sep.17","Venezuela","VEN",157
2017-10-01,2017.74744922889,"Oct.17","Venezuela","VEN",0
2017-11-01,2017.83232441605,"Nov.17","Venezuela","VEN",81
2017-12-01,2017.91446169395,"Dec.17","Venezuela","VEN",5
