"","scenario","run","realyear","country","catchmentID","unpruned","pruned","averted","cum_vacc","cum_totvacc","cum_totaver_spillover","vaccinated_infected","spillover","h2h"
"500",1,"run54",10,"Nigeria","NGA.12_1",33189,33189,0,59.553,596.4714,0,596.4714,31133,2056
"501",1,"run55",1,"Nigeria","NGA.12_1",33330,33330,0,59.7726,59.7726,0,59.7726,31229,2101
"502",1,"run55",2,"Nigeria","NGA.12_1",33377,33377,0,59.7798,119.5524,0,119.5524,31229,2148
"503",1,"run55",3,"Nigeria","NGA.12_1",33365,33365,0,59.9184,179.4708,0,179.4708,31229,2136
"504",1,"run55",4,"Nigeria","NGA.12_1",33262,33262,0,59.625,239.0958,0,239.0958,31229,2033
"505",1,"run55",5,"Nigeria","NGA.12_1",33345,33345,0,59.895,298.9908,0,298.9908,31229,2116
"506",1,"run55",6,"Nigeria","NGA.12_1",33415,33415,0,59.994,358.9848,0,358.9848,31229,2186
"507",1,"run55",7,"Nigeria","NGA.12_1",33286,33286,0,59.5998,418.5846,0,418.5846,31229,2057
"508",1,"run55",8,"Nigeria","NGA.12_1",33313,33313,0,59.742,478.3266,0,478.3266,31229,2084
"509",1,"run55",9,"Nigeria","NGA.12_1",33262,33262,0,59.697,538.0236,0,538.0236,31229,2033
"510",1,"run55",10,"Nigeria","NGA.12_1",33301,33301,0,59.9058,597.9294,0,597.9294,31229,2072
"511",1,"run56",1,"Nigeria","NGA.12_1",33509,33509,0,60.1884,60.1884,0,60.1884,31325,2184
"512",1,"run56",2,"Nigeria","NGA.12_1",33485,33485,0,60.183,120.3714,0,120.3714,31325,2160
"513",1,"run56",3,"Nigeria","NGA.12_1",33313,33313,0,59.8104,180.1818,0,180.1818,31325,1988
"514",1,"run56",4,"Nigeria","NGA.12_1",33517,33517,0,60.2064,240.3882,0,240.3882,31325,2192
"515",1,"run56",5,"Nigeria","NGA.12_1",33358,33358,0,59.8194,300.2076,0,300.2076,31325,2033
"516",1,"run56",6,"Nigeria","NGA.12_1",33379,33379,0,59.94,360.1476,0,360.1476,31325,2054
"517",1,"run56",7,"Nigeria","NGA.12_1",33432,33432,0,60.093,420.2406,0,420.2406,31325,2107
"518",1,"run56",8,"Nigeria","NGA.12_1",33421,33421,0,60.0066,480.2472,0,480.2472,31325,2096
"519",1,"run56",9,"Nigeria","NGA.12_1",33377,33377,0,59.8752,540.1224,0,540.1224,31325,2052
"520",1,"run56",10,"Nigeria","NGA.12_1",33512,33512,0,60.291,600.4134,0,600.4134,31325,2187
"521",1,"run57",1,"Nigeria","NGA.12_1",33562,33562,0,60.2046,60.2046,0,60.2046,31421,2141
"522",1,"run57",2,"Nigeria","NGA.12_1",33530,33530,0,60.2334,120.438,0,120.438,31421,2109
"523",1,"run57",3,"Nigeria","NGA.12_1",33538,33538,0,60.264,180.702,0,180.702,31421,2117
"524",1,"run57",4,"Nigeria","NGA.12_1",33550,33550,0,60.2658,240.9678,0,240.9678,31421,2129
"525",1,"run57",5,"Nigeria","NGA.12_1",33564,33564,0,60.3144,301.2822,0,301.2822,31421,2143
"526",1,"run57",6,"Nigeria","NGA.12_1",33477,33477,0,60.075,361.3572,0,361.3572,31421,2056
"527",1,"run57",7,"Nigeria","NGA.12_1",33505,33505,0,60.174,421.5312,0,421.5312,31421,2084
"528",1,"run57",8,"Nigeria","NGA.12_1",33514,33514,0,60.0912,481.6224,0,481.6224,31421,2093
"529",1,"run57",9,"Nigeria","NGA.12_1",33486,33486,0,60.2136,541.836,0,541.836,31421,2065
"530",1,"run57",10,"Nigeria","NGA.12_1",33541,33541,0,60.255,602.091,0,602.091,31421,2120
"531",1,"run58",1,"Nigeria","NGA.12_1",33529,33529,0,60.21,60.21,0,60.21,31518,2011
"532",1,"run58",2,"Nigeria","NGA.12_1",33648,33648,0,60.4152,120.6252,0,120.6252,31518,2130
"533",1,"run58",3,"Nigeria","NGA.12_1",33626,33626,0,60.453,181.0782,0,181.0782,31518,2108
"534",1,"run58",4,"Nigeria","NGA.12_1",33685,33685,0,60.507,241.5852,0,241.5852,31518,2167
"535",1,"run58",5,"Nigeria","NGA.12_1",33616,33616,0,60.372,301.9572,0,301.9572,31518,2098
"536",1,"run58",6,"Nigeria","NGA.12_1",33595,33595,0,60.3558,362.313,0,362.313,31518,2077
"537",1,"run58",7,"Nigeria","NGA.12_1",33584,33584,0,60.2748,422.5878,0,422.5878,31518,2066
"538",1,"run58",8,"Nigeria","NGA.12_1",33734,33734,0,60.4494,483.0372,0,483.0372,31518,2216
"539",1,"run58",9,"Nigeria","NGA.12_1",33638,33638,0,60.408,543.4452,0,543.4452,31518,2120
"540",1,"run58",10,"Nigeria","NGA.12_1",33665,33665,0,60.4692,603.9144,0,603.9144,31518,2147
"541",1,"run59",1,"Nigeria","NGA.12_1",33736,33736,0,60.5862,60.5862,0,60.5862,31615,2121
"542",1,"run59",2,"Nigeria","NGA.12_1",33789,33789,0,60.66,121.2462,0,121.2462,31615,2174
"543",1,"run59",3,"Nigeria","NGA.12_1",33869,33869,0,60.8652,182.1114,0,182.1114,31615,2254
"544",1,"run59",4,"Nigeria","NGA.12_1",33679,33679,0,60.5502,242.6616,0,242.6616,31615,2064
"545",1,"run59",5,"Nigeria","NGA.12_1",33816,33816,0,60.7626,303.4242,0,303.4242,31615,2201
"546",1,"run59",6,"Nigeria","NGA.12_1",33770,33770,0,60.75,364.1742,0,364.1742,31615,2155
"547",1,"run59",7,"Nigeria","NGA.12_1",33790,33790,0,60.6726,424.8468,0,424.8468,31615,2175
"548",1,"run59",8,"Nigeria","NGA.12_1",33680,33680,0,60.4944,485.3412,0,485.3412,31615,2065
"549",1,"run59",9,"Nigeria","NGA.12_1",33883,33883,0,60.9102,546.2514,0,546.2514,31615,2268
"550",1,"run59",10,"Nigeria","NGA.12_1",33772,33772,0,60.642,606.8934,0,606.8934,31615,2157
"551",1,"run6",1,"Nigeria","NGA.12_1",27031,27031,0,48.5784,48.5784,0,48.5784,25383,1648
"552",1,"run6",2,"Nigeria","NGA.12_1",27102,27102,0,48.6846,97.263,0,97.263,25383,1719
"553",1,"run6",3,"Nigeria","NGA.12_1",27117,27117,0,48.726,145.989,0,145.989,25383,1734
"554",1,"run6",4,"Nigeria","NGA.12_1",27102,27102,0,48.6576,194.6466,0,194.6466,25383,1719
"555",1,"run6",5,"Nigeria","NGA.12_1",27066,27066,0,48.5694,243.216,0,243.216,25383,1683
"556",1,"run6",6,"Nigeria","NGA.12_1",27099,27099,0,48.672,291.888,0,291.888,25383,1716
"557",1,"run6",7,"Nigeria","NGA.12_1",27086,27086,0,48.6486,340.5366,0,340.5366,25383,1703
"558",1,"run6",8,"Nigeria","NGA.12_1",27140,27140,0,48.6684,389.205,0,389.205,25383,1757
"559",1,"run6",9,"Nigeria","NGA.12_1",27167,27167,0,48.7836,437.9886,0,437.9886,25383,1784
"560",1,"run6",10,"Nigeria","NGA.12_1",27032,27032,0,48.3462,486.3348,0,486.3348,25383,1649
"561",1,"run60",1,"Nigeria","NGA.12_1",33836,33836,0,60.8364,60.8364,0,60.8364,31713,2123
"562",1,"run60",2,"Nigeria","NGA.12_1",33764,33764,0,60.7122,121.5486,0,121.5486,31713,2051
"563",1,"run60",3,"Nigeria","NGA.12_1",33830,33830,0,60.7806,182.3292,0,182.3292,31713,2117
"564",1,"run60",4,"Nigeria","NGA.12_1",33861,33861,0,60.7662,243.0954,0,243.0954,31713,2148
"565",1,"run60",5,"Nigeria","NGA.12_1",33825,33825,0,60.8346,303.93,0,303.93,31713,2112
"566",1,"run60",6,"Nigeria","NGA.12_1",33880,33880,0,60.876,364.806,0,364.806,31713,2167
"567",1,"run60",7,"Nigeria","NGA.12_1",33831,33831,0,60.678,425.484,0,425.484,31713,2118
"568",1,"run60",8,"Nigeria","NGA.12_1",33776,33776,0,60.7482,486.2322,0,486.2322,31713,2063
"569",1,"run60",9,"Nigeria","NGA.12_1",33816,33816,0,60.732,546.9642,0,546.9642,31713,2103
"570",1,"run60",10,"Nigeria","NGA.12_1",33834,33834,0,60.7662,607.7304,0,607.7304,31713,2121
"571",1,"run61",1,"Nigeria","NGA.12_1",33934,33934,0,60.6762,60.6762,0,60.6762,31812,2122
"572",1,"run61",2,"Nigeria","NGA.12_1",34009,34009,0,61.092,121.7682,0,121.7682,31812,2197
"573",1,"run61",3,"Nigeria","NGA.12_1",33894,33894,0,60.7788,182.547,0,182.547,31812,2082
"574",1,"run61",4,"Nigeria","NGA.12_1",33957,33957,0,61.0236,243.5706,0,243.5706,31812,2145
"575",1,"run61",5,"Nigeria","NGA.12_1",33907,33907,0,60.8004,304.371,0,304.371,31812,2095
"576",1,"run61",6,"Nigeria","NGA.12_1",33986,33986,0,61.0848,365.4558,0,365.4558,31812,2174
"577",1,"run61",7,"Nigeria","NGA.12_1",33943,33943,0,60.8724,426.3282,0,426.3282,31812,2131
"578",1,"run61",8,"Nigeria","NGA.12_1",33952,33952,0,60.9642,487.2924,0,487.2924,31812,2140
"579",1,"run61",9,"Nigeria","NGA.12_1",33998,33998,0,61.0038,548.2962,0,548.2962,31812,2186
"580",1,"run61",10,"Nigeria","NGA.12_1",33949,33949,0,61.0506,609.3468,0,609.3468,31812,2137
"581",1,"run62",1,"Nigeria","NGA.12_1",34151,34151,0,61.3512,61.3512,0,61.3512,31912,2239
"582",1,"run62",2,"Nigeria","NGA.12_1",34078,34078,0,61.1874,122.5386,0,122.5386,31912,2166
"583",1,"run62",3,"Nigeria","NGA.12_1",34094,34094,0,61.2036,183.7422,0,183.7422,31912,2182
"584",1,"run62",4,"Nigeria","NGA.12_1",33996,33996,0,61.0092,244.7514,0,244.7514,31912,2084
"585",1,"run62",5,"Nigeria","NGA.12_1",34055,34055,0,61.0884,305.8398,0,305.8398,31912,2143
"586",1,"run62",6,"Nigeria","NGA.12_1",34031,34031,0,61.0722,366.912,0,366.912,31912,2119
"587",1,"run62",7,"Nigeria","NGA.12_1",34112,34112,0,61.2288,428.1408,0,428.1408,31912,2200
"588",1,"run62",8,"Nigeria","NGA.12_1",34058,34058,0,61.1838,489.3246,0,489.3246,31912,2146
"589",1,"run62",9,"Nigeria","NGA.12_1",34049,34049,0,61.1352,550.4598,0,550.4598,31912,2137
"590",1,"run62",10,"Nigeria","NGA.12_1",34057,34057,0,61.1478,611.6076,0,611.6076,31912,2145
"591",1,"run63",1,"Nigeria","NGA.12_1",34198,34198,0,61.452,61.452,0,61.452,32012,2186
"592",1,"run63",2,"Nigeria","NGA.12_1",34152,34152,0,61.326,122.778,0,122.778,32012,2140
"593",1,"run63",3,"Nigeria","NGA.12_1",34161,34161,0,61.3566,184.1346,0,184.1346,32012,2149
"594",1,"run63",4,"Nigeria","NGA.12_1",34181,34181,0,61.3296,245.4642,0,245.4642,32012,2169
"595",1,"run63",5,"Nigeria","NGA.12_1",34201,34201,0,61.3458,306.81,0,306.81,32012,2189
"596",1,"run63",6,"Nigeria","NGA.12_1",34182,34182,0,61.3926,368.2026,0,368.2026,32012,2170
"597",1,"run63",7,"Nigeria","NGA.12_1",34196,34196,0,61.3782,429.5808,0,429.5808,32012,2184
"598",1,"run63",8,"Nigeria","NGA.12_1",34184,34184,0,61.3926,490.9734,0,490.9734,32012,2172
"599",1,"run63",9,"Nigeria","NGA.12_1",34118,34118,0,61.2972,552.2706,0,552.2706,32012,2106
"600",1,"run63",10,"Nigeria","NGA.12_1",34176,34176,0,61.3692,613.6398,0,613.6398,32012,2164
"601",1,"run64",1,"Nigeria","NGA.12_1",34277,34277,0,61.6716,61.6716,0,61.6716,32113,2164
"602",1,"run64",2,"Nigeria","NGA.12_1",34283,34283,0,61.6158,123.2874,0,123.2874,32113,2170
"603",1,"run64",3,"Nigeria","NGA.12_1",34211,34211,0,61.4556,184.743,0,184.743,32113,2098
"604",1,"run64",4,"Nigeria","NGA.12_1",34304,34304,0,61.5186,246.2616,0,246.2616,32113,2191
"605",1,"run64",5,"Nigeria","NGA.12_1",34271,34271,0,61.4502,307.7118,0,307.7118,32113,2158
"606",1,"run64",6,"Nigeria","NGA.12_1",34284,34284,0,61.461,369.1728,0,369.1728,32113,2171
"607",1,"run64",7,"Nigeria","NGA.12_1",34285,34285,0,61.6518,430.8246,0,430.8246,32113,2172
"608",1,"run64",8,"Nigeria","NGA.12_1",34235,34235,0,61.56,492.3846,0,492.3846,32113,2122
"609",1,"run64",9,"Nigeria","NGA.12_1",34320,34320,0,61.7256,554.1102,0,554.1102,32113,2207
"610",1,"run64",10,"Nigeria","NGA.12_1",34260,34260,0,61.5168,615.627,0,615.627,32113,2147
"611",1,"run65",1,"Nigeria","NGA.12_1",34387,34387,0,61.7868,61.7868,0,61.7868,32215,2172
"612",1,"run65",2,"Nigeria","NGA.12_1",34384,34384,0,61.7148,123.5016,0,123.5016,32215,2169
"613",1,"run65",3,"Nigeria","NGA.12_1",34376,34376,0,61.6734,185.175,0,185.175,32215,2161
"614",1,"run65",4,"Nigeria","NGA.12_1",34390,34390,0,61.7202,246.8952,0,246.8952,32215,2175
"615",1,"run65",5,"Nigeria","NGA.12_1",34424,34424,0,61.8678,308.763,0,308.763,32215,2209
"616",1,"run65",6,"Nigeria","NGA.12_1",34333,34333,0,61.641,370.404,0,370.404,32215,2118
"617",1,"run65",7,"Nigeria","NGA.12_1",34347,34347,0,61.6698,432.0738,0,432.0738,32215,2132
"618",1,"run65",8,"Nigeria","NGA.12_1",34413,34413,0,61.9218,493.9956,0,493.9956,32215,2198
"619",1,"run65",9,"Nigeria","NGA.12_1",34345,34345,0,61.6284,555.624,0,555.624,32215,2130
"620",1,"run65",10,"Nigeria","NGA.12_1",34306,34306,0,61.6734,617.2974,0,617.2974,32215,2091
"621",1,"run66",1,"Nigeria","NGA.12_1",34428,34428,0,61.8228,61.8228,0,61.8228,32318,2110
"622",1,"run66",2,"Nigeria","NGA.12_1",34486,34486,0,61.9362,123.759,0,123.759,32318,2168
"623",1,"run66",3,"Nigeria","NGA.12_1",34488,34488,0,61.9344,185.6934,0,185.6934,32318,2170
"624",1,"run66",4,"Nigeria","NGA.12_1",34497,34497,0,61.9092,247.6026,0,247.6026,32318,2179
"625",1,"run66",5,"Nigeria","NGA.12_1",34448,34448,0,61.7634,309.366,0,309.366,32318,2130
"626",1,"run66",6,"Nigeria","NGA.12_1",34539,34539,0,61.785,371.151,0,371.151,32318,2221
"627",1,"run66",7,"Nigeria","NGA.12_1",34572,34572,0,62.0838,433.2348,0,433.2348,32318,2254
"628",1,"run66",8,"Nigeria","NGA.12_1",34480,34480,0,61.9164,495.1512,0,495.1512,32318,2162
"629",1,"run66",9,"Nigeria","NGA.12_1",34435,34435,0,61.884,557.0352,0,557.0352,32318,2117
"630",1,"run66",10,"Nigeria","NGA.12_1",34561,34561,0,62.154,619.1892,0,619.1892,32318,2243
"631",1,"run67",1,"Nigeria","NGA.12_1",34506,34506,0,62.0172,62.0172,0,62.0172,32422,2084
"632",1,"run67",2,"Nigeria","NGA.12_1",34713,34713,0,62.1846,124.2018,0,124.2018,32422,2291
"633",1,"run67",3,"Nigeria","NGA.12_1",34542,34542,0,62.0406,186.2424,0,186.2424,32422,2120
"634",1,"run67",4,"Nigeria","NGA.12_1",34556,34556,0,61.8786,248.121,0,248.121,32422,2134
"635",1,"run67",5,"Nigeria","NGA.12_1",34584,34584,0,62.136,310.257,0,310.257,32422,2162
"636",1,"run67",6,"Nigeria","NGA.12_1",34598,34598,0,62.1324,372.3894,0,372.3894,32422,2176
"637",1,"run67",7,"Nigeria","NGA.12_1",34545,34545,0,61.9236,434.313,0,434.313,32422,2123
"638",1,"run67",8,"Nigeria","NGA.12_1",34596,34596,0,62.1936,496.5066,0,496.5066,32422,2174
"639",1,"run67",9,"Nigeria","NGA.12_1",34710,34710,0,62.3538,558.8604,0,558.8604,32422,2288
"640",1,"run67",10,"Nigeria","NGA.12_1",34612,34612,0,62.0028,620.8632,0,620.8632,32422,2190
"641",1,"run68",1,"Nigeria","NGA.12_1",34740,34740,0,62.361,62.361,0,62.361,32528,2212
"642",1,"run68",2,"Nigeria","NGA.12_1",34810,34810,0,62.5284,124.8894,0,124.8894,32528,2282
"643",1,"run68",3,"Nigeria","NGA.12_1",34683,34683,0,62.3214,187.2108,0,187.2108,32528,2155
"644",1,"run68",4,"Nigeria","NGA.12_1",34797,34797,0,62.4024,249.6132,0,249.6132,32528,2269
"645",1,"run68",5,"Nigeria","NGA.12_1",34716,34716,0,62.244,311.8572,0,311.8572,32528,2188
"646",1,"run68",6,"Nigeria","NGA.12_1",34893,34893,0,62.7102,374.5674,0,374.5674,32528,2365
"647",1,"run68",7,"Nigeria","NGA.12_1",34702,34702,0,62.1666,436.734,0,436.734,32528,2174
"648",1,"run68",8,"Nigeria","NGA.12_1",34741,34741,0,62.3304,499.0644,0,499.0644,32528,2213
"649",1,"run68",9,"Nigeria","NGA.12_1",34714,34714,0,62.4006,561.465,0,561.465,32528,2186
"650",1,"run68",10,"Nigeria","NGA.12_1",34756,34756,0,62.4312,623.8962,0,623.8962,32528,2228
"651",1,"run69",1,"Nigeria","NGA.12_1",34846,34846,0,62.5068,62.5068,0,62.5068,32635,2211
"652",1,"run69",2,"Nigeria","NGA.12_1",34905,34905,0,62.6922,125.199,0,125.199,32635,2270
"653",1,"run69",3,"Nigeria","NGA.12_1",34826,34826,0,62.5806,187.7796,0,187.7796,32635,2191
"654",1,"run69",4,"Nigeria","NGA.12_1",34877,34877,0,62.6094,250.389,0,250.389,32635,2242
"655",1,"run69",5,"Nigeria","NGA.12_1",34916,34916,0,62.5824,312.9714,0,312.9714,32635,2281
"656",1,"run69",6,"Nigeria","NGA.12_1",34754,34754,0,62.4762,375.4476,0,375.4476,32635,2119
"657",1,"run69",7,"Nigeria","NGA.12_1",34903,34903,0,62.6652,438.1128,0,438.1128,32635,2268
"658",1,"run69",8,"Nigeria","NGA.12_1",34869,34869,0,62.6202,500.733,0,500.733,32635,2234
"659",1,"run69",9,"Nigeria","NGA.12_1",34870,34870,0,62.6724,563.4054,0,563.4054,32635,2235
"660",1,"run69",10,"Nigeria","NGA.12_1",34782,34782,0,62.5356,625.941,0,625.941,32635,2147
"661",1,"run7",1,"Nigeria","NGA.12_1",27408,27408,0,49.0212,49.0212,0,49.0212,25659,1749
"662",1,"run7",2,"Nigeria","NGA.12_1",27387,27387,0,49.1364,98.1576,0,98.1576,25659,1728
"663",1,"run7",3,"Nigeria","NGA.12_1",27428,27428,0,49.2858,147.4434,0,147.4434,25659,1769
"664",1,"run7",4,"Nigeria","NGA.12_1",27352,27352,0,49.0716,196.515,0,196.515,25659,1693
"665",1,"run7",5,"Nigeria","NGA.12_1",27407,27407,0,49.2768,245.7918,0,245.7918,25659,1748
"666",1,"run7",6,"Nigeria","NGA.12_1",27418,27418,0,49.221,295.0128,0,295.0128,25659,1759
"667",1,"run7",7,"Nigeria","NGA.12_1",27363,27363,0,49.1472,344.16,0,344.16,25659,1704
"668",1,"run7",8,"Nigeria","NGA.12_1",27334,27334,0,49.0284,393.1884,0,393.1884,25659,1675
"669",1,"run7",9,"Nigeria","NGA.12_1",27353,27353,0,49.1148,442.3032,0,442.3032,25659,1694
"670",1,"run7",10,"Nigeria","NGA.12_1",27340,27340,0,49.0104,491.3136,0,491.3136,25659,1681
"671",1,"run70",1,"Nigeria","NGA.12_1",34968,34968,0,62.784,62.784,0,62.784,32744,2224
"672",1,"run70",2,"Nigeria","NGA.12_1",34997,34997,0,62.8884,125.6724,0,125.6724,32744,2253
"673",1,"run70",3,"Nigeria","NGA.12_1",34945,34945,0,62.6886,188.361,0,188.361,32744,2201
"674",1,"run70",4,"Nigeria","NGA.12_1",35024,35024,0,62.9514,251.3124,0,251.3124,32744,2280
"675",1,"run70",5,"Nigeria","NGA.12_1",34936,34936,0,62.6868,313.9992,0,313.9992,32744,2192
"676",1,"run70",6,"Nigeria","NGA.12_1",34873,34873,0,62.6634,376.6626,0,376.6626,32744,2129
"677",1,"run70",7,"Nigeria","NGA.12_1",35013,35013,0,62.9568,439.6194,0,439.6194,32744,2269
"678",1,"run70",8,"Nigeria","NGA.12_1",34889,34889,0,62.7264,502.3458,0,502.3458,32744,2145
"679",1,"run70",9,"Nigeria","NGA.12_1",34958,34958,0,62.7138,565.0596,0,565.0596,32744,2214
"680",1,"run70",10,"Nigeria","NGA.12_1",35016,35016,0,62.6742,627.7338,0,627.7338,32744,2272
"681",1,"run71",1,"Nigeria","NGA.12_1",35117,35117,0,63.0162,63.0162,0,63.0162,32854,2263
"682",1,"run71",2,"Nigeria","NGA.12_1",35011,35011,0,62.8992,125.9154,0,125.9154,32854,2157
"683",1,"run71",3,"Nigeria","NGA.12_1",35040,35040,0,62.9802,188.8956,0,188.8956,32854,2186
"684",1,"run71",4,"Nigeria","NGA.12_1",35085,35085,0,63.054,251.9496,0,251.9496,32854,2231
"685",1,"run71",5,"Nigeria","NGA.12_1",35021,35021,0,62.7354,314.685,0,314.685,32854,2167
"686",1,"run71",6,"Nigeria","NGA.12_1",35005,35005,0,62.8344,377.5194,0,377.5194,32854,2151
"687",1,"run71",7,"Nigeria","NGA.12_1",34977,34977,0,62.7354,440.2548,0,440.2548,32854,2123
"688",1,"run71",8,"Nigeria","NGA.12_1",35031,35031,0,62.82,503.0748,0,503.0748,32854,2177
"689",1,"run71",9,"Nigeria","NGA.12_1",35078,35078,0,62.91,565.9848,0,565.9848,32854,2224
"690",1,"run71",10,"Nigeria","NGA.12_1",35074,35074,0,62.8992,628.884,0,628.884,32854,2220
"691",1,"run72",1,"Nigeria","NGA.12_1",35200,35200,0,63.2016,63.2016,0,63.2016,32966,2234
"692",1,"run72",2,"Nigeria","NGA.12_1",35205,35205,0,63.2358,126.4374,0,126.4374,32966,2239
"693",1,"run72",3,"Nigeria","NGA.12_1",35158,35158,0,63.0774,189.5148,0,189.5148,32966,2192
"694",1,"run72",4,"Nigeria","NGA.12_1",35125,35125,0,63.027,252.5418,0,252.5418,32966,2159
"695",1,"run72",5,"Nigeria","NGA.12_1",35237,35237,0,63.2394,315.7812,0,315.7812,32966,2271
"696",1,"run72",6,"Nigeria","NGA.12_1",35253,35253,0,63.3744,379.1556,0,379.1556,32966,2287
"697",1,"run72",7,"Nigeria","NGA.12_1",35202,35202,0,63.2358,442.3914,0,442.3914,32966,2236
"698",1,"run72",8,"Nigeria","NGA.12_1",35144,35144,0,63.0864,505.4778,0,505.4778,32966,2178
"699",1,"run72",9,"Nigeria","NGA.12_1",35116,35116,0,63.0144,568.4922,0,568.4922,32966,2150
"700",1,"run72",10,"Nigeria","NGA.12_1",35167,35167,0,63.09,631.5822,0,631.5822,32966,2201
"701",1,"run73",1,"Nigeria","NGA.12_1",35334,35334,0,63.405,63.405,0,63.405,33080,2254
"702",1,"run73",2,"Nigeria","NGA.12_1",35283,35283,0,63.3942,126.7992,0,126.7992,33080,2203
"703",1,"run73",3,"Nigeria","NGA.12_1",35361,35361,0,63.4158,190.215,0,190.215,33080,2281
"704",1,"run73",4,"Nigeria","NGA.12_1",35348,35348,0,63.414,253.629,0,253.629,33080,2268
"705",1,"run73",5,"Nigeria","NGA.12_1",35225,35225,0,63.1746,316.8036,0,316.8036,33080,2145
"706",1,"run73",6,"Nigeria","NGA.12_1",35386,35386,0,63.567,380.3706,0,380.3706,33080,2306
"707",1,"run73",7,"Nigeria","NGA.12_1",35246,35246,0,63.2538,443.6244,0,443.6244,33080,2166
"708",1,"run73",8,"Nigeria","NGA.12_1",35421,35421,0,63.5544,507.1788,0,507.1788,33080,2341
"709",1,"run73",9,"Nigeria","NGA.12_1",35287,35287,0,63.3942,570.573,0,570.573,33080,2207
"710",1,"run73",10,"Nigeria","NGA.12_1",35260,35260,0,63.3888,633.9618,0,633.9618,33080,2180
"711",1,"run74",1,"Nigeria","NGA.12_1",35379,35379,0,63.4464,63.4464,0,63.4464,33196,2183
"712",1,"run74",2,"Nigeria","NGA.12_1",35388,35388,0,63.5958,127.0422,0,127.0422,33196,2192
"713",1,"run74",3,"Nigeria","NGA.12_1",35426,35426,0,63.603,190.6452,0,190.6452,33196,2230
"714",1,"run74",4,"Nigeria","NGA.12_1",35459,35459,0,63.729,254.3742,0,254.3742,33196,2263
"715",1,"run74",5,"Nigeria","NGA.12_1",35440,35440,0,63.6318,318.006,0,318.006,33196,2244
"716",1,"run74",6,"Nigeria","NGA.12_1",35417,35417,0,63.6408,381.6468,0,381.6468,33196,2221
"717",1,"run74",7,"Nigeria","NGA.12_1",35446,35446,0,63.756,445.4028,0,445.4028,33196,2250
"718",1,"run74",8,"Nigeria","NGA.12_1",35471,35471,0,63.7074,509.1102,0,509.1102,33196,2275
"719",1,"run74",9,"Nigeria","NGA.12_1",35379,35379,0,63.6084,572.7186,0,572.7186,33196,2183
"720",1,"run74",10,"Nigeria","NGA.12_1",35427,35427,0,63.5346,636.2532,0,636.2532,33196,2231
"721",1,"run75",1,"Nigeria","NGA.12_1",35668,35668,0,64.107,64.107,0,64.107,33315,2353
"722",1,"run75",2,"Nigeria","NGA.12_1",35593,35593,0,64.0242,128.1312,0,128.1312,33315,2278
"723",1,"run75",3,"Nigeria","NGA.12_1",35544,35544,0,63.8406,191.9718,0,191.9718,33315,2229
"724",1,"run75",4,"Nigeria","NGA.12_1",35605,35605,0,63.9882,255.96,0,255.96,33315,2290
"725",1,"run75",5,"Nigeria","NGA.12_1",35549,35549,0,63.7308,319.6908,0,319.6908,33315,2234
"726",1,"run75",6,"Nigeria","NGA.12_1",35493,35493,0,63.7506,383.4414,0,383.4414,33315,2178
"727",1,"run75",7,"Nigeria","NGA.12_1",35603,35603,0,63.9666,447.408,0,447.408,33315,2288
"728",1,"run75",8,"Nigeria","NGA.12_1",35575,35575,0,63.8982,511.3062,0,511.3062,33315,2260
"729",1,"run75",9,"Nigeria","NGA.12_1",35514,35514,0,63.7344,575.0406,0,575.0406,33315,2199
"730",1,"run75",10,"Nigeria","NGA.12_1",35507,35507,0,63.7722,638.8128,0,638.8128,33315,2192
"731",1,"run76",1,"Nigeria","NGA.12_1",35732,35732,0,64.1736,64.1736,0,64.1736,33436,2296
"732",1,"run76",2,"Nigeria","NGA.12_1",35638,35638,0,63.9684,128.142,0,128.142,33436,2202
"733",1,"run76",3,"Nigeria","NGA.12_1",35671,35671,0,64.0278,192.1698,0,192.1698,33436,2235
"734",1,"run76",4,"Nigeria","NGA.12_1",35752,35752,0,64.1214,256.2912,0,256.2912,33436,2316
"735",1,"run76",5,"Nigeria","NGA.12_1",35744,35744,0,64.2186,320.5098,0,320.5098,33436,2308
"736",1,"run76",6,"Nigeria","NGA.12_1",35626,35626,0,63.9738,384.4836,0,384.4836,33436,2190
"737",1,"run76",7,"Nigeria","NGA.12_1",35690,35690,0,64.1196,448.6032,0,448.6032,33436,2254
"738",1,"run76",8,"Nigeria","NGA.12_1",35769,35769,0,64.1754,512.7786,0,512.7786,33436,2333
"739",1,"run76",9,"Nigeria","NGA.12_1",35652,35652,0,64.0836,576.8622,0,576.8622,33436,2216
"740",1,"run76",10,"Nigeria","NGA.12_1",35770,35770,0,64.3248,641.187,0,641.187,33436,2334
"741",1,"run77",1,"Nigeria","NGA.12_1",35883,35883,0,64.5318,64.5318,0,64.5318,33560,2323
"742",1,"run77",2,"Nigeria","NGA.12_1",35779,35779,0,64.2528,128.7846,0,128.7846,33560,2219
"743",1,"run77",3,"Nigeria","NGA.12_1",35839,35839,0,64.44,193.2246,0,193.2246,33560,2279
"744",1,"run77",4,"Nigeria","NGA.12_1",35909,35909,0,64.458,257.6826,0,257.6826,33560,2349
"745",1,"run77",5,"Nigeria","NGA.12_1",35756,35756,0,64.2348,321.9174,0,321.9174,33560,2196
"746",1,"run77",6,"Nigeria","NGA.12_1",35815,35815,0,64.2924,386.2098,0,386.2098,33560,2255
