"country","who_region","classification","infections_mean","infections_min","infections_max","cases_mean","cases_min","cases_max","deaths_mean","deaths_min","deaths_max","dalys_mean","dalys_min","dalys_max"
"India","SoutheastAsia","Endemic",8852971.81909735,5482508.95665536,15656492.100687,4426485.90954867,2741254.47832768,7828246.05034348,6015.19881954987,3682.80302840798,10839.025393295,291398.99613518,175867.721570458,536955.998465165
"Indonesia","SoutheastAsia","Epidemic",2112179.68249642,1473959.58543934,2801621.33619589,1056089.84124821,736979.79271967,1400810.66809794,1437.19177244639,1001.97997316527,1911.63774904766,65462.9855649547,45342.6965242728,87617.1441461943
"Iran","EasternMed","Epidemic",529499.64910861,221935.92588557,912784.041785052,264749.824554305,110967.962942785,456392.020892526,351.813932271576,146.048182645634,614.465069779831,17499.6423498117,7169.73592504559,30844.8002137435
"Iraq","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Ireland","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Israel","Europe","Epidemic",2804.2475870433,0,17111.1250432291,1402.12379352165,0,8555.56252161457,2.16017353207628,0,13.1778473315663,109.233306295813,0,665.990670581942
"Italy","Europe","Epidemic",17008.8017793139,918.820611068654,68378.9460701178,8504.40088965695,459.410305534327,34189.4730350589,15.5593368673346,0.840419366822968,62.5747971303961,481.087862957475,25.9456669957435,1943.53078888059
"Ivory_Coast_(Ctte_d'Ivoire)","Africa","Epidemic",170890.744135896,32511.5571332674,361301.724900361,85445.3720679481,16255.7785666337,180650.862450181,126.039748983335,23.9122002005176,275.474846998781,6204.53550683056,1169.27548390161,13710.9179340573
"Jamaica","Americas","Epidemic",15738.6638912384,0,45596.2386523229,7869.33194561922,0,22798.1193261614,10.6463144460594,0,31.4785020641967,521.107368386494,0,1581.96264612709
"Japan","WesternPacific","Epidemic",1081245.86214895,658720.058692536,1614577.30386856,540622.931074473,329360.029346268,807288.651934281,1105.55653698646,673.709166001772,1652.56822633431,32407.0726306545,19604.7010317221,48850.8114628141
"Jordan","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Kazakhstan","SoutheastAsia","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Kenya","Africa","Endemic",522045.215600244,232730.719828477,974477.271879229,261022.607800122,116365.359914238,487238.635939614,379.844925378606,165.545035947308,729.853744548956,19652.2447375364,8456.06364024277,38424.5289283005
"Korea,_North","WesternPacific","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Korea,_South","SoutheastAsia","Epidemic",386804.017356536,145296.29394492,677695.033120434,193402.008678268,72648.1469724602,338847.516560217,294.309511238773,110.172067692637,517.204040489695,11836.594855424,4387.68369893649,20874.5508663078
"Kosovo","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Kuwait","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Kyrgyzstan","SoutheastAsia","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Laos","WesternPacific","Epidemic",51384.4206915553,0,154777.570002832,25692.2103457776,0,77388.7850014159,34.2415637409081,0,105.503923973719,1752.1935918964,0,5508.40916012951
"Latvia","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Lebanon","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Lesotho","Africa","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Liberia","Africa","Epidemic",28399.6903393533,0,81048.1947961868,14199.8451696766,0,40524.0973980934,21.0722190059823,0,60.520784091989,1046.84784529455,0,3043.98019119556
"Libya","EasternMed","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Lithuania","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Luxembourg","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Macedonia,_The_former_Yugoslav_Republic_of","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar","Africa","Epidemic",180366.140721467,32224.1743695911,401948.518378536,90183.0703607333,16112.0871847955,200974.259189268,131.861807651029,23.3657912887063,302.021008008526,7080.95856386173,1253.24562530512,16448.3476273607
"Malawi","Africa","Epidemic",133604.115446131,27481.6123285345,305115.113020514,66802.0577230656,13740.8061642672,152557.556510257,100.492554069911,20.3348414973422,235.107055300782,5387.36414348237,1088.62069438288,12734.8840642271
"Malaysia","WesternPacific","Epidemic",270774.943083306,80798.8340907269,516286.384838343,135387.471541653,40399.4170453635,258143.192419172,178.297141135908,52.7826167256518,342.705780166882,9091.4003819312,2662.69638035061,17655.0427017827
"Maldives","SoutheastAsia","Epidemic",1886.52410448022,0,5259.94143170341,943.262052240109,0,2629.9707158517,1.18009247407232,0,3.33186107042544,67.8798504094919,0,193.525636159543
"Mali","Africa","Epidemic",155406.338061935,33846.5019152716,336770.817685594,77703.1690309674,16923.2509576358,168385.408842797,120.333096078844,25.7725255675953,264.792037188898,6044.5308425693,1286.42566495283,13455.398523781
"Malta","Europe","Epidemic",157.276704892741,0,1107.23115813589,78.6383524463703,0,553.615579067947,0.125253094767268,0,0.881826774667405,4.64809050067961,0,32.7244057058851
"Mauritania","Africa","Epidemic",29901.019917475,0,75812.0505423653,14950.5099587375,0,37906.0252711827,22.3972969811276,0,57.6840412875985,1195.88242293607,0,3122.94828625233
"Mauritius","Africa","Epidemic",8922.91357935219,0,24040.4218444598,4461.45678967609,0,12020.2109222299,6.28042465302836,0,17.0677611177989,263.790871761312,0,726.975805830285
"Mexico","Americas","Epidemic",471426.614229564,256662.764800277,738024.613961452,235713.307114782,128331.382400139,369012.306980726,343.816074361283,186.709116206735,541.654231534094,16509.1052566105,8831.66544595812,26324.0800004431
"Moldova","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Mongolia","WesternPacific","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro","Europe","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Morocco","Africa","NoTransmission",0,0,0,0,0,0,0,0,0,0,0,0
"Mozambique","Africa","Endemic",476836.785856151,215367.15327238,880672.283314153,238418.392928076,107683.57663619,440336.141657077,362.531644195312,159.442159588342,689.169282801289,18928.6734166397,8203.35322069358,36530.3563594238
