"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
150,"SEN","Senegal","SEN.7_1","Kolda",3,4725.38683938975,4696.69463937852,4915.77415819924,4210.74822136737,4294.97831864477,5314.91884045012,3799.16389949208,4142.06646952625,4254.847056902,3351.74345942573,4559.05890609664,4630.96013021042,5699.93665047077,3911.16467699814,4276.66473560724,4950.67363747174,5554.53826755136,3824.28211763413,5601.20902675605,5009.69699163297,3815.87658695079,4684.30526616704,4424.0688649515,3974.73385944255,4694.9565239938,4143.69781787613,4833.91524026167,4898.88761324565,4172.08890350193,4224.98164183064,4237.26961285169,4218.27673111103,5186.79477450037,5053.23322408544,4181.80052635963,5081.98797289312,4745.56513341884,4812.12705159007,4522.7352455572,4631.09313929102,3710.75306613503,4264.3198715235,5999.30004679798,5316.05158468674,3976.35197634191,3865.7319185756,4604.13000962121,5219.00663227249,4006.90106223156,4001.49578171688,4394.98915847942,4511.85402614345,5732.27009416368,3716.31580282935,4307.58681013254,4951.12940855815,4969.40154267178,5055.57114238815,4436.11284543511,4783.62458529255,4727.12625592791,4711.3567164984,4276.71730742973,4089.43378926872,4672.97890692435,4712.22778179034,5479.36237157722,4341.97780826025,5137.43664098379,4083.73882566773,5336.44702915531,5235.40543322452,5329.25573363177,4226.37027063475,4995.18794418049,4680.71442215177,5059.46930928642,3447.76947765876,5372.55034428234,4490.28821019622,4753.3101057932,4144.10294562607,5099.70200130683,5452.65833642299,5079.3701673233,4022.25368389732,4622.10754024695,5199.7314432737,4769.14332082012,4364.14339895692,4910.27846372272,4832.2635904099,5717.85627065821,5037.2557457714,3878.12750717579,4535.13046510258,4465.55211101432,3508.65222387107,4378.28168702922,4176.34245503075
151,"SEN","Senegal","SEN.8_1","Louga",3,4822.47429069486,4252.33677466556,4815.98683284784,6347.26058635246,8000.56104264818,5989.12756346072,6417.79373844158,6038.28505069395,7607.63530057728,4892.94191950879,6159.56369513538,7385.48018433627,5669.35962857706,6883.46497256548,5922.29307053439,3634.05661680392,5062.94759434154,5837.33415092619,4378.73164341979,6121.85889659558,7251.35451640006,5886.77991636768,6837.43441752572,5656.9839119307,6306.14426482199,7727.80170929092,6645.82335555976,5523.32513136311,6433.34759399909,7398.76549950199,6737.23447418002,7920.32360895315,6615.32199896054,7053.4588774959,7772.57872423953,6135.60311563919,5507.44800849447,5341.78504644453,5568.42378778646,5009.85559700346,6486.76688509332,7428.18792257606,5158.60136044917,5594.1054937087,4861.91298572393,5330.36294650329,5619.51667372134,8660.18037807273,6502.90358337471,4735.77886850509,7045.11639628599,5813.81426758901,5229.20616621222,5840.06492092901,4813.95049170193,6923.05224434883,6471.22344356572,5474.72120370762,6397.55146602977,5030.45441304519,7118.23090561757,4807.63176223827,4999.68524638515,5911.05963449565,5051.31788834563,4341.59580746926,6858.80997840321,7162.89545279412,6842.7953971169,8281.90067524915,5505.89332899113,5954.71916544963,6683.77503713464,6641.70234747315,5517.96310756765,6516.14698092872,5929.38476452119,5612.49267589029,6219.21635790241,6203.41743290841,7580.68364998901,5861.18136520683,6363.59552192616,5806.31275841085,5573.65613466318,6024.94025632215,6023.54011406196,5208.30599262237,6945.71533386205,5631.049809198,7202.42341099735,6114.87907069831,5180.27291289982,7277.1842266363,6689.41903716247,6294.55837987114,5620.10105021246,6789.01004949906,7006.26484295984,6302.65370998047
152,"SEN","Senegal","SEN.9_1","Matam",3,2741.21519135613,3268.18822454705,3619.53516244694,4094.67975534888,3031.45755442938,3401.03971899362,3381.30586188714,3183.11357954312,3591.69769089329,3726.40533983566,3072.22567867628,3946.03669135186,3477.55723904891,3630.4709046756,4496.98566331305,3302.3094147241,3197.41781640887,4261.62410500277,4353.07202706229,2908.75686770879,4028.86844764081,3454.66060989567,3680.81951148923,3829.62123232521,3069.89453215751,3265.16824242222,4170.25596594749,3904.8044878106,4002.72570226835,4345.90666366464,4014.14667274166,2963.75018600164,4349.4899272269,3525.2216398818,5241.4557354027,3797.13449850626,4286.3865918248,3984.60142915494,3334.41357611145,4330.6157274534,4107.28154324749,4739.78779944434,3436.63981009244,3798.75263090562,3689.79993742266,5608.66211436679,3385.16277797176,3566.5269623057,2038.01039397207,4343.41666384558,3119.22074538225,3517.45924370943,3995.68414007325,3441.33521848224,3320.03626178473,3247.78686725351,3771.84419508582,3358.05919197676,4691.0061439145,4598.83010256958,2967.7989660926,4584.75555402553,3294.30376251803,3238.70655700828,4274.82735445938,4143.8383256842,3261.84173515071,2994.68425729269,3936.20038684209,3696.51536515419,4518.72158632839,4260.98167223317,3415.4075745056,4403.25538391912,4199.15810053798,4588.70454100561,4043.855503998,2701.51044518862,4138.54092978432,3482.80406506955,3323.49214385513,3680.88328866271,4135.63639792723,3709.17832484208,3497.73767302492,4459.97573985176,3632.61483601525,3726.20337110208,3805.22526380584,3585.51569161064,3739.15730741147,3342.30661541409,3848.35213371428,3602.36882999645,4348.22541398573,3783.26074729315,4153.79511671362,4545.40624415163,4274.53705305201,4212.24010055736
153,"SEN","Senegal","SEN.10_1","Saint-Louis",3,6141.5557414719,5884.99234943114,5590.53506252342,6424.19357446922,5141.66708327794,5948.63005933203,6072.19787184819,4961.11521739386,4441.66916704685,4765.93271103659,5431.56118888818,7317.89514305305,4774.10529827474,6315.42539466177,7169.09926577061,7512.36414259116,6452.22022537835,5911.33670016769,6680.07390104415,6507.41028735105,6635.61944884183,6685.79895120212,4795.91762460592,5966.73513161266,3702.85026345894,6141.37091369978,6373.66660860092,4109.86598284498,5751.56134155399,5507.1063225939,5925.31974003918,5856.11873652851,4816.46938099308,5667.18318678335,5147.69693541737,6565.17943808266,5963.70560052179,5708.89248308916,4619.67853970495,6628.2240351423,4327.33636580219,5598.69331957458,7380.86131018854,4970.90609251287,5911.68320928555,5603.70560884944,6209.04488762752,4461.393183032,6078.45222032053,5796.21663866983,6210.78655812479,5462.1488815334,5739.95065218603,7559.76551470469,6230.0414019403,6408.42567069542,5218.52693846187,5941.81889125245,5434.92087691591,6239.23256902675,6913.65027275236,4780.94332610341,7098.10950368639,5351.89567709205,7020.773320799,4784.00287796674,5831.4161785169,5503.44686270092,5165.22620712236,6735.5676087384,5766.68467042422,5799.15055555056,5559.79013195412,5590.40399603337,4268.82357044647,5563.13343788063,5884.32342957186,5498.04627870478,5340.94945657239,5205.15868790378,6447.72355392244,6064.70078321588,4618.89924241476,6969.40036073346,6418.93267470168,5995.69561375746,5911.14825386223,6624.15152343262,7146.58764233888,6400.79088154052,5397.47724139332,4475.89395371805,6438.25098297195,6090.26461738406,5794.48171980509,5418.3561146236,5447.99685401724,5915.82441427476,6658.58425400234,5640.77921546891
154,"SEN","Senegal","SEN.11_1","Sédhiou",3,3928.87420196969,3694.72197031423,2460.30916162488,2951.35203280727,3591.33777635799,2859.92771711015,3118.04346720761,3210.17898592744,2909.65469706264,2704.37149669661,3198.82214953275,2434.67249897763,3858.56284437444,3074.02081508756,2833.9781036861,2939.29914962421,3009.20436708758,2535.82600040309,3591.40891156148,2525.85967555523,3061.86904626058,2838.29609777493,3225.57056470482,3157.46450711944,3315.44953303007,3016.91718960589,3775.4885408498,3185.52442775763,4126.98171095779,2930.67874594062,2359.88494783003,2841.09091926531,3571.35891299926,2610.84641116603,3063.42640031679,3056.14471888329,2549.75338778162,2348.01593989129,3595.78515998437,2789.70332635687,3826.69367096008,2980.21117259929,4047.71341693501,2826.61876283147,3475.05334355734,3212.26423495765,3616.90287224325,3531.56840176184,3439.23206321912,3820.60754727685,3593.05854467889,4047.1522025497,3863.24639117338,2573.23241444551,2794.02679505509,3524.49451114424,4320.04434585379,4480.67884426752,3074.78915814882,4303.45055020421,3307.63638066089,2679.22373210964,3283.94462765443,3908.92009315573,2967.42896029587,3710.75078818032,3337.12897424065,2698.48411114785,2360.29037372178,3783.18850510621,3436.86489096045,2253.2492532604,3692.59433187882,3156.99041722432,3831.88165201631,3039.03155561457,3096.96823873827,4276.24275745943,3979.60031208764,2832.57621123757,3360.69768572816,3367.76751966385,2816.27572499967,2995.08504922303,3873.51839739535,3553.63836272557,3594.15230255589,3283.92299233461,2177.32151939701,2567.17648507752,4288.25820700103,3755.09241971681,3051.51753714957,2834.59896018309,4042.33882172036,3358.27424079326,4066.97285946371,2780.44816193718,3480.20219809512,4139.41567196408
155,"SEN","Senegal","SEN.12_1","Tambacounda",3,5349.64585401654,4600.86970207514,3516.7132835082,5099.16829715576,5352.50272822039,4580.16482594529,5108.66055489739,4230.68700871732,5871.06309159141,5045.52203917525,3423.07757755416,4279.2858936119,5169.89568151917,5404.32393529807,3376.07170329314,4741.92316071656,5957.96232537063,4945.29365907482,5863.0747843905,6129.78344091542,4499.20460766329,3425.68692832432,6524.78831657855,4884.25944277228,4453.98577301445,4529.2917287813,4813.93577153219,5620.85980145984,4796.38465076574,5520.54837348578,4892.20037654078,4354.38009644862,5845.82319518124,4158.93469424885,3686.83202198312,6295.48129189954,4635.50090808704,4076.9922143004,5406.52086634367,5024.66994047861,6393.11728096584,4068.90456166903,5709.98786710223,5216.87798445043,4232.6177713234,4783.98073754199,5444.33474222028,4225.96058881463,6074.09549098113,5540.64371627907,5444.03641156562,5042.93245394815,5746.58472324314,4657.36631581647,3299.07693523652,5279.45359271791,4016.73714368531,4819.14604394078,4372.65501384758,4624.57181098891,6337.8794788251,4075.8856870319,5198.81431066124,5232.10720379462,4703.89883731983,5342.57424872919,5752.87881802552,4612.62308906377,5192.27359768066,5286.28611588945,5533.54480920123,5730.23336517015,4813.08656743174,4592.72174915315,4728.40385840504,4733.87814916963,5640.00681809219,5503.70030231859,6210.96035602215,4314.94539793895,4461.19584381645,4449.17620187467,4408.00674624405,3996.12291655758,6008.70496781947,4772.08838517544,4121.57119735839,5694.4117570263,4991.43857171868,4551.73690012123,4618.60100876052,3288.17465823222,5841.58810852214,5338.10245524668,5725.67713349878,4422.6656210184,4048.48821818553,4333.99944764356,4353.10532312499,5598.28351435638
156,"SEN","Senegal","SEN.13_1","Thiès",3,9793.18358164718,9073.8602113166,12442.6595014168,13286.9119803788,8629.05649111225,10893.9605498257,11605.6728554998,12695.6783035975,9786.04503567389,11582.9153906033,9408.8856388836,12456.6499278898,11464.5310877067,10606.9294762508,13714.728876794,11935.9876891882,8037.36597482576,10236.7460555167,10344.7509999563,11427.2868318683,10880.8049447066,12798.8829509189,11213.7480521222,12185.8364390716,11781.5112479065,14933.4571603474,7564.05092218316,12536.0591785989,11194.0460152558,12450.2428065869,9235.47940060063,12453.8240647623,12297.3286693814,11237.6514568772,9966.45422536199,12528.3622653882,10484.5015957126,11909.5169526099,11312.8431720741,10265.79765767,10042.1262920545,11797.536003015,12478.3539208162,12561.5629398348,11253.9705140165,11198.8479499815,13013.7677980282,9315.62559365882,10513.7203357502,10335.0769758169,10085.5892842537,12780.9741399303,12012.0246514688,10030.5978579229,13565.7600879533,15077.2498687554,10122.5638792737,9484.62318241524,11060.7907987973,13721.6913164076,11363.2814971841,10327.1748344773,12215.8489604954,11194.0992950977,10109.7499670152,10005.698767325,10108.333742588,10822.2544714938,10076.2544879768,12685.7814055699,12167.9573927319,10629.8595913639,11133.1956478921,13211.061601798,14139.624351224,9753.98425336432,9532.55469552178,11815.8255742684,9744.38799151206,8638.87127059192,9292.74232114983,10984.2988191432,11563.6863332299,9874.27470752767,12538.6034593234,6692.25227981688,10718.7034865041,10676.0999729438,6261.60150528916,12833.5539537061,6652.61147917832,11857.0226968059,9192.77688252005,9545.46269148538,11289.8706796416,9235.53261885978,9365.88629475215,13510.9881149788,11522.9702297743,12134.0622311102
157,"SEN","Senegal","SEN.14_1","Ziguinchor",3,3395.85261411758,3467.85163153786,2465.54188586074,3711.07019265924,3127.39583729623,2892.17830396898,3051.53124227793,3056.55070425125,3896.36311267742,3091.82588049257,3345.21899466321,3392.51201849052,3436.26009016656,3990.6448864001,3108.12723099526,3853.93499230567,3241.08608018073,3168.34511571691,3291.95571600336,3329.95462661615,3443.73832943366,2907.68327859106,4062.79648643743,3542.31882260931,3779.86862578905,3152.97691473851,4235.04510735665,3372.96736057003,3712.08225012193,3707.66573613262,4249.53350126849,3545.34366101427,3340.85663217349,4275.37243060988,4455.50595595809,3553.12906499801,3155.95466455807,3092.24253535979,4072.50095269653,2834.80315339909,3310.57152767728,3351.71979460025,2512.93683075393,3144.83431168621,3341.43752590633,4019.4090969014,2989.70088080385,3312.19361089405,4440.86414057549,3728.35831850976,3767.29078084757,3350.10791204527,3775.2406703896,4435.70145335011,2732.10299328668,3457.77389225749,3805.00094877316,3412.08675049889,4140.30422649403,3437.02036113545,3299.23051674722,3490.34993020953,2961.80940104178,3228.43141561602,3200.87039014347,3397.14282518777,3638.1075605613,3473.71429319028,3134.88403174008,3925.44950236516,3311.21734343597,3118.43790151917,2886.83160119676,3730.62899843285,3748.35813330406,4006.77886124521,3475.44254523135,3603.74636554221,2931.94358803534,4068.77424780161,4476.64638806883,3327.52444225631,3012.56524781609,2859.71468427115,3414.97619384445,4347.47260143243,3574.00878911282,3483.24051596964,3627.69358086576,4139.84978357843,2559.2049111353,3365.30538858992,3175.61120932646,3118.75816649716,3825.53450111759,3312.46027345413,3313.78743697887,4013.13620579196,4019.08761656389,3609.5788095596
158,"MRT","Mauritania","MRT.1_1","Adrar",3,318.264680582719,405.863423682985,324.947677104305,242.633831782442,384.486641169478,263.390725442921,286.752485436511,381.339567781512,352.120548796243,331.994578238658,284.168670790389,312.471093635718,455.710401278897,318.304989712955,373.249053012368,339.121643444209,321.776622330073,315.563813778152,238.958119753551,287.811701849178,389.499178485432,302.511430323527,305.303876205669,440.71545991338,343.756074816908,314.592079019503,349.838066125147,394.780465907353,344.71719144965,390.657741921163,328.246682209476,380.314894140093,303.532799082062,389.88342381706,278.246605815385,244.797414534761,401.187096505015,377.361140562617,277.977301000514,403.372225365846,344.324074108772,294.252806016078,378.885615912484,333.084768391454,310.946600887208,299.308013548605,316.135721438491,341.587646847616,413.729575973375,319.700505769577,296.514439734635,353.767123874022,303.871185322288,314.419967189531,339.962569903399,257.25978946514,367.484108327587,326.227038342146,304.733664010206,365.940408905037,346.883034971074,301.170036701696,247.660543001809,337.656703215088,397.059958636554,390.217753650043,360.722443933429,333.081137424702,407.486434722088,339.738370010229,282.69277062038,319.647518050068,311.596706145227,405.553012811378,333.98437032481,379.391528745197,420.629692327668,367.357446270051,284.301838161017,294.167609118592,321.613474122209,298.401496111277,345.175890023789,340.224669122959,374.066514678534,373.385437739581,346.277994796255,369.059658397526,368.222479544255,361.632944698915,353.144893063413,287.566256483608,278.517874011693,320.095943074037,303.895480106038,354.332083642312,372.30742937607,471.5988087605,356.765947913175,250.446834431054
159,"MRT","Mauritania","MRT.2_1","Assaba",3,1999.97788750731,1496.48616116954,1961.56451974035,1878.49928579373,2212.58780183734,1854.95468327784,1933.88108066522,2282.76466128672,1880.20321765243,2030.59316845661,1922.12663873888,2011.25108491418,2564.64275886011,2242.12915617227,1736.31040602904,2106.94548036609,2302.20438616142,2518.84490084765,2545.90202680205,2115.8454300622,2299.47761323175,2099.04919358367,2062.43746468634,1543.6144380456,2082.72852498409,1421.06313073727,1514.25519380866,2097.9740471688,2056.08261970483,2468.77838607834,1962.7532533533,2175.4118161927,2108.16979649404,2151.45993569726,2081.20149524529,1905.91438822486,2269.38287885974,2312.86097342224,1740.30905688744,1583.51259069113,1662.33133634284,1562.64185836513,2434.09446062411,1509.26658818684,2057.07550457941,1922.29609707433,1935.97266622208,1935.38985663283,1759.69278335957,2055.85867345896,1800.9918126612,1777.5353790225,2667.30060596551,1859.78891190981,1747.35472115393,2126.71709371819,2667.12983929559,2066.89798982962,1824.87755340432,1533.37030286588,1880.19607869316,2076.55690913015,1993.46420851444,2385.06710874837,2060.98634573212,2328.52416145121,2076.63250552673,2143.89152378563,2586.07246139592,1895.3951316174,2003.32339265323,2503.40341436851,1880.440013149,1982.74600413852,2130.58360429923,2372.45235013663,2488.60018327654,1716.21447063434,1946.31774950314,2186.80839383542,1943.63243514663,2160.83730880803,1983.36891278242,2415.20980053363,2041.6911871707,1620.09753994486,1968.23923259519,1597.96403402132,1648.75041116795,1765.18397192163,1914.9716018172,2050.59062822531,2162.96420629749,2220.89101085843,1962.6773088192,2643.66814164161,2103.63165863181,1772.5111138346,2002.10582070461,1504.61687435699
160,"MRT","Mauritania","MRT.3_1","Brakna",3,1714.72516170691,1811.4101240122,1981.71318375954,1825.78260926519,2615.68159023599,2019.20856843303,1933.39489873679,1775.16922594274,2110.35616354903,1829.15713191287,2125.83969367143,1920.96801681217,1742.5533169858,2159.18896071716,2557.71328105264,2119.11166142069,2578.30113340397,1749.54390991141,1625.65821392316,1847.28218215139,1461.13962347164,1553.07487562232,2395.04916880142,1701.96254529669,1208.97215003933,1895.42330112171,1896.64523825959,1990.42396685383,2225.14228480242,2216.71229575414,2041.19787277221,1824.49438593235,1629.55164237572,1828.98295096412,2099.6789867367,2482.52231551013,2078.42229566319,2347.71227065232,1965.57452211414,1665.92164586853,1902.92922366295,1915.9884456256,1520.58095305907,2160.68806530608,2224.38904824915,2148.61005094404,2090.84448339307,2197.16288583123,1523.02018819458,2075.40791101844,2069.81105611924,2024.01076183472,1201.62073505358,2204.65618460177,1405.75683485452,2381.57641032746,2254.98660613135,2420.93867320134,2327.43482407408,2041.63325820567,1740.88776489084,1862.0682813132,1990.90496908386,2263.59210416649,1882.52526538328,1658.17562335646,1808.59659643718,1638.01820765744,1398.05238967526,2341.95729227014,1890.51856068931,1952.05106200339,1786.43388057451,1676.74508722309,1880.87451016765,2052.03539210534,1491.21785265106,1903.2404310783,2344.47826907077,2456.48687642243,1908.99865587791,2348.31916670071,2378.98525992123,1964.89395512275,1942.40168324293,2036.35565849824,1862.81391617887,1904.9977113438,2031.97246758436,1160.04771403676,2028.9991416628,2070.10963202688,1628.73191765969,1941.71289618318,2000.99010488888,1649.2166983608,2219.01657642385,1990.793963634,2543.4492557469,2303.29019104273
161,"MRT","Mauritania","MRT.4_1","Dakhlet Nouadhibou",3,51.5470374286892,52.4190857473077,53.916869314175,58.6642169014526,46.2107887513879,48.4142838001557,59.8857018324303,45.9350932056358,58.8838282564045,53.1721093629364,48.8377339082078,54.3944762230188,62.9670262581917,52.5324847204707,64.2342005549474,48.9200181703388,54.3835671206474,45.8910161169942,48.1530574000377,43.3807618976581,68.1927523730367,49.8899876894409,52.0735021470522,50.341778482637,63.4950863348716,52.5921573599994,56.0979689133808,46.2040273342932,45.0286763280173,44.3866274060183,67.9625819080085,47.7802107034232,61.6139088049514,59.7834854197302,40.8694675130318,53.1286784426552,51.4759669122498,51.4726018813532,52.6213346146142,43.6342187730947,53.9972807873542,53.9067497322059,54.082252333602,54.4511185256893,52.3451666066797,33.9868847385407,60.6788325112686,58.115613963677,44.9152526484952,56.6921174127216,53.05453004524,61.8337947455236,68.2866334405328,53.1184440948278,50.9792446685882,73.4144488539922,55.1631885185073,52.6313579015096,57.016825618888,64.2541878475094,55.4486941456646,69.9134454829191,67.7114351787161,48.7307157967453,49.9354045971683,62.2798040274372,61.0284316895454,59.5467129277012,55.8600565014545,61.7710185108772,56.3454375259841,62.2546597459152,57.0573297712621,50.6250556971539,53.6018830560676,59.1042528864293,51.1005076782449,45.1578575587634,49.8864408027885,64.5506209527748,56.9260236968349,56.9361201151501,71.2521600536938,67.0729790120644,56.9515101440215,53.1505008182173,58.7452929911525,42.4848154601174,47.0264337193342,43.5080144528624,57.1408688322326,49.480181567406,40.8039502720418,52.725737194628,50.2300832547324,60.1464483504111,64.3163596184377,68.2939952518051,68.9511433430981,61.619969855801
162,"MRT","Mauritania","MRT.5_1","Gorgol",3,2666.25028432515,2033.68931757571,2459.41650954513,2140.22116265704,2459.53164221418,1749.57105703572,1659.04053576881,1554.81180092259,1991.9373456418,2367.66060068347,2869.01774730364,2203.96241275913,1949.93916296928,2827.72754683272,2284.10750398506,2270.58058379355,2222.72223402789,2391.62978244514,2338.54879435676,2705.16127142683,1642.03721405986,2379.25049821423,2150.43086800792,2163.06420915057,1859.26870834178,2361.2480351303,1811.93237739322,2247.99521660999,2407.92002848603,2145.24424871943,2579.94617011593,2480.19208191086,2676.63101572606,1860.75484564941,1806.36131873071,1963.45603724444,2167.7734212864,2203.11398809935,2520.46971742072,2704.32305467453,2206.32737440248,2002.22462220572,1636.05110803512,2001.82642274066,1687.49584729817,1772.63377587452,1980.82326705557,2462.3433580394,2043.22426192444,2050.62366065202,2097.18662796688,2408.83217545015,2263.35870804811,2303.86151959006,2173.43703093413,2248.63362094778,1595.95765140017,2339.88179709579,2189.25655579814,2030.13803544497,2662.71300139416,2190.34894414655,2179.58749422433,2627.98100237358,2843.39802545004,2163.01213535617,2099.81549470281,2281.14951162118,2653.14925663228,2357.41393169936,2239.20866335119,1770.25161366942,2473.59768817448,1952.07456421905,2231.67326633562,2203.09843723499,1876.38372791913,2228.38404708826,2222.80819618089,2361.64242508813,2342.79812791486,2333.43437622089,1869.25510440576,2624.34428151722,2309.98421902208,2102.96797041114,2145.24336221417,2267.90635952071,2349.6386877002,2529.06761159791,2526.6011207975,2158.58976374426,2516.76389578163,2253.72496805634,2330.31270416597,2041.74936273591,1607.74834937883,2034.80421912674,1946.31789221343,2048.27974272021
163,"MRT","Mauritania","MRT.6_1","Guidimaka",3,1957.06972675025,2525.1507980603,2418.31841409681,1842.01392219604,1932.52496944004,2136.52459764761,1370.28343817262,1552.29661060121,1978.24235196258,1513.50007421582,1709.50350393181,2095.5845320414,1764.98224751689,1393.55966445426,1476.68427640475,1670.33304844265,2004.73674093438,2051.28338676578,2051.89383226602,1919.51927605709,2035.530532232,1762.5623121341,1100.14338000566,1967.0508512463,2232.20933320545,1388.04679771295,1687.67432376456,1753.22704242913,2033.49607554716,1251.71563510506,1771.38332224325,1733.79561670819,2236.25347575863,2040.57451211939,1894.75669170883,1851.48347551379,1937.31732560751,1832.1189134174,2016.1750322982,1754.88122929609,1651.30267157371,1643.25605929685,1823.29079014445,2126.87507709203,2174.05150806547,1938.89167029091,1940.71470667748,1963.06296163153,1683.20989726259,1279.92443644432,1791.55647306415,2025.84774260963,1613.07934668292,1838.78889242869,1766.21309915168,2092.0906503678,1985.76889522487,1630.26370243384,1691.88418058804,2315.95067189357,1832.81137178311,1419.25343503938,1924.81176608,1714.99178176849,1550.97105123329,1874.68594504075,1987.57450174263,1675.53887549496,1896.83480986328,1568.43242414788,1709.14558244086,1830.09872523456,1862.14709962515,1723.14401306585,2107.45829880635,1514.17762417988,1702.4520459473,1605.09079147831,1715.79457053111,1606.55138018503,2427.94763684921,2527.88506702669,2138.75187537137,1617.37642465217,1701.55194699821,1625.77974323811,1699.55437160968,1652.40654488419,1991.78536655519,1826.93421589289,2076.43023491679,1979.00742042768,2082.14436008865,1909.35826988828,2320.89667650306,1790.32749703957,1798.74939007364,1635.97295259378,1897.42615208594,1832.75809386637
164,"MRT","Mauritania","MRT.7_1","Hodh ech Chargui",3,3247.8610718916,3365.12181578541,3821.54843959119,2853.44803791158,2913.32949928486,2479.12002901402,3110.8565993469,3677.39406342555,3012.926420952,3043.38295356617,3697.8597670585,2796.20955135751,3753.43553129787,3135.07503340171,2700.27002978407,3923.2833711882,2900.72990830005,3305.47833822747,3350.61990483286,3333.7555844517,3861.1125236241,3610.56224969438,3160.26127942941,3650.42326455984,2862.93165231702,2484.49379831167,3063.04347694642,3453.26387952064,2868.32061203811,3100.68503000194,3453.10965131915,4481.54699752657,2885.96084528126,4785.64601382341,2276.68096730522,5462.12160335066,3798.03566306992,3785.86319313719,3322.96374284557,3976.87619812487,3748.99081247178,3376.53794792725,3212.87265735879,2851.01379430871,2478.91019821056,3473.84552366365,2638.43038756667,3649.97763822682,3092.50089225469,3193.05344802364,2526.3644288207,3315.19175600009,2765.03894181104,3480.65722104963,2062.23150235751,2659.1773589906,3712.44867162786,3474.42640387433,3056.26851998422,3266.41277566973,3193.70151745433,2599.85949570776,3341.5116818545,3788.25854079215,2800.46846923786,2766.42129875185,3480.13200734419,3134.00045039691,3118.51826708729,2721.27184696108,2699.41668422463,3123.88099356423,3120.52165953252,3487.13180404629,3302.51968141168,3707.38961011708,3620.05765624883,3713.79497674019,3991.82471685628,2741.10395267319,3486.9897932592,3047.82553466426,2882.06138871177,2727.99032537081,3527.66275898871,3351.13801826811,2880.79622196116,3115.17724225066,2431.66049808125,2888.70993685666,3099.60955778734,2686.44071043984,2406.72909148989,3262.08374520644,3650.20925849351,3101.42711227291,3056.88341924084,2453.78930294293,2992.5936831321,3181.48178990671
165,"MRT","Mauritania","MRT.8_1","Hodh el Gharbi",3,1710.67499358669,1742.81073124711,2473.42842593474,2115.62107580509,2119.48522495436,2962.20810615896,1773.48872060692,1744.2968650148,1853.81589375454,2325.6033619932,1750.26612425211,2529.45945980692,2049.90540262748,2161.27666583326,1790.15530195139,1697.75031762467,2168.51897171151,1983.52784445364,1934.26619203982,2025.649163606,1991.3550469976,1871.95993986,1736.9391961425,1938.35927657326,1369.5254422976,1648.53725858413,2111.16508885812,1711.91618162129,1418.96983293591,1918.68952832438,1720.60918098536,2537.27546609497,1846.39840612368,1983.13652411324,1594.38506905682,1673.14041029926,1926.82222796663,2279.63244124632,1500.61387774005,1913.82564911587,1968.22899019582,1932.44612956348,2165.9373267236,2102.63544452506,2452.01064201871,1710.59206754763,1647.64888308979,2172.46975630919,1813.25425792787,1283.89023205276,2413.34110029986,2032.64795161343,1845.32375851652,1879.51463196777,1971.81583191548,1880.60569767488,1827.33142752032,1884.27685387847,1463.31954369029,1558.32163368308,1677.76201141217,1853.06460146492,2040.83769883588,1959.79259838642,1835.288045054,2173.77760083415,1821.46101232741,2159.86469689203,1905.27517258598,1883.02905582988,1793.45691249381,1499.71182212122,2177.17380366479,2684.52957119754,1767.43669491511,1929.263131031,1831.26501413787,2116.54625975746,1536.88286872381,1756.8723473351,2279.26253931491,1491.11665163039,1651.58542221982,1638.48511174843,1716.36847817056,2262.45159626318,1736.09745701224,1895.33415338154,2016.99585389543,2005.09536554791,1744.4098670817,2007.01378238735,1888.71301570743,1695.28919268507,2329.15571880418,1396.10085142894,2079.58503377061,2371.56498391021,2528.67405248888,2182.29730055424
