"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
29,"NGA","Nigeria","NGA.29_1","Ondo",1,31493.5024785007,32508.305815843,24925.2549510019,24655.241687822,31300.3261990926,31228.5764592659,31081.5338516238,30173.4574959874,29179.8957457326,27540.5320275695,33597.0423763893,29739.1193086956,28158.1811533224,22029.0426789003,36309.7416644222,26118.8272598089,28470.4543933071,30333.2917745997,30525.6861430909,26908.592882947,34592.2133810369,23344.9360716627,32935.0134460936,25181.3044351932,27829.3898741138,35338.6146169438,25975.5903981982,34913.865101039,28824.4083879287,29763.6010314132,32794.8252650798,29060.6273779461,18954.7154575245,39166.8932492178,30763.5946851152,30450.8992836516,27368.3074173739,30074.857225657,32535.5064766761,24753.7027287638,34053.1330137966,27445.8641826017,32290.7261884609,34912.6884907178,29586.2054908983,33058.1263969498,27042.817886756,32017.8665826625,29844.6469859049,31100.8498786959,28659.4169841114,25772.7208482097,23868.7877977661,27071.1016675852,27480.8562805253,31970.6523572436,24482.9565522533,28052.113922539,29895.1544894829,23953.9615017033,29383.1898387426,32733.6614494827,27339.6554998568,28132.343044687,29417.8721089674,30540.180172301,29410.00361574,23812.7126741112,30642.34515295,31133.0171996207,40773.3082474993,26242.0839245581,29736.71234481,30878.9326708441,30135.6395463795,24032.0708337427,30587.8161208827,25929.0578536824,33880.6970350757,29002.3394221738,39124.4534666684,30360.901828403,32784.5591029097,28879.1629684058,29769.3925061434,34650.3891686571,32909.0417859471,26317.6006545064,26394.3704794215,32184.1233500079,33155.2248137821,29580.1306877221,24882.5790422367,33466.5793223213,26215.7816289659,30033.3939894654,27013.7323759543,28419.4149936908,34977.5778442436,24838.8014574646
30,"NGA","Nigeria","NGA.30_1","Osun",1,31150.8974192832,33555.3270276467,34687.4923222224,37090.1386016892,28109.3308716267,31081.4251434964,32332.2902824493,30024.7816381224,33619.4803298353,32968.2328396047,26990.8145998412,31001.4899999738,29250.8359596406,27421.057190566,33273.448508219,27139.8225559863,40588.4530896363,35452.2984556925,31874.0669940717,34873.366479188,35221.4375647042,31572.3807417015,29778.3999951328,29552.7449128007,29557.0877372444,33948.6239538421,30856.8656001363,30535.4451266529,24175.6809829293,27359.5809363024,28503.4832850989,33239.0800086913,35087.5109997735,32627.4355229659,35057.3556117547,32816.9007180748,36286.1158885633,32516.7678317349,30074.7634137893,26504.6403490546,29528.6121043234,27732.3496130579,30822.3007583317,33505.2585900228,24539.2114444121,32790.404988172,39766.6353598972,38907.5682980676,33140.7861581947,27673.6217998285,33454.6777280378,28048.5801718619,34776.6426337596,34149.0828490795,27777.3459344358,33899.0627216393,34900.4187621721,37553.8193429511,27902.5238575473,29500.4535358378,34077.6960941057,38743.5557793139,24889.8007224583,27554.0175059606,31667.2715285585,38121.9514835805,28379.421788101,31107.1664451703,30660.8213572501,27802.2329532078,30259.3680397509,34689.2338529485,35409.6821789944,34308.8627045819,30582.8805853634,40262.4676413443,28049.9390851159,31308.4293130169,33137.4246140614,36097.7570594825,35462.91148514,30784.8694733321,29194.0829542076,30956.8301270627,30578.8549349882,33242.8039232696,33852.6593653522,41302.7151879085,29599.2955579258,35310.3225848223,28516.5683422767,24497.3090355919,26099.7165009925,29092.7672310952,28964.2162886597,26241.556417374,31129.912107135,34053.2037843971,32272.2512307677,37132.6744335785
31,"NGA","Nigeria","NGA.31_1","Oyo",1,48228.6037798086,51859.9150369524,52873.0792055279,44126.5789102505,48040.9041640607,56740.958246339,43890.7864360289,59800.1173037442,39125.0915157672,50671.5548286064,45736.2653445622,50840.8787261943,59253.4679669879,48641.780965296,59114.4194169581,64478.7128955913,56553.7028550315,60029.88607072,52693.8732223646,42973.3105563006,55752.5464857152,67297.2711115251,46968.6376439905,56361.5866477469,47497.567028635,53143.7301026384,48601.5154215747,52365.9786590054,54302.9457383732,51218.7237795962,51183.9779101877,38622.2858439541,47941.7806692297,54149.589874028,52351.6985774058,73421.3323202658,41328.1144430686,36627.2170376193,50487.2305788425,49724.9397982223,51396.7462382936,49397.9133766202,52006.0739363042,48718.340788002,62146.8148197846,49896.3733381294,57650.268775675,48388.4236050433,52138.8096778751,44497.6445886297,51967.0459316522,48681.0162742414,44676.8635291555,51390.8114088892,42543.2072644467,48473.5379957929,63066.1340671592,72115.8081829186,41654.083123266,45476.0444661461,45069.4149722127,42136.1341495022,50108.6885774878,54545.0726919304,51613.2569720377,53990.5611931928,42432.0507278427,50204.3842660679,53448.0226570069,36580.0341388743,46262.8907557987,49440.627246169,54129.5226637753,58135.473236177,43972.4499498158,46085.615320649,46368.3060676435,46810.3091240664,49250.7490286905,39883.6246357593,47961.4387623716,45008.6420173556,67161.0572373977,57524.6853601828,50371.521428512,48173.0266706285,47739.6322810455,65653.3614122595,47451.015723543,56325.3277061233,43478.1883922953,53560.2629205423,44150.99044519,62174.3143489754,51789.2164915335,55115.9416597046,62209.7047468648,43372.3666676782,40719.705772123,56793.4310462968
32,"NGA","Nigeria","NGA.32_1","Plateau",1,44411.6965603864,42670.7941132782,44593.4597818956,38838.1466673449,43707.3521968906,39174.3631634567,39279.3298988382,38580.0760960496,40604.2493022838,42638.3696511591,46323.2349368178,37410.5869581904,40044.3155797937,42752.8441051992,38033.0553804124,41968.0845661629,29895.5080486423,37437.0788224582,42015.73797248,37234.8161914246,29319.8350368372,40826.9390564358,36286.5462911964,39199.4273883137,38613.9681427849,43233.3803206251,31042.9377152662,36864.6676166043,36791.5842347873,31391.2818230719,37742.8174406371,42343.3151650867,46622.4108112636,37777.9808682571,40701.038995279,31363.6655495551,36748.3805652065,41678.6493951895,42692.6753016295,37727.2197936978,34966.7516127383,39729.5798336929,40724.6211296055,37402.1034091871,39416.6649805424,39222.6178367854,39834.4349829038,43395.3827592024,38072.466201525,32117.8448355682,46758.8279530661,36181.8423540485,42688.4628017488,33880.1866858482,46321.46555786,32289.8935939685,35785.5020499817,36414.0507779378,38773.719258595,35585.3557610267,46882.8422168033,37846.1130730086,35148.9551448616,41965.6185472757,34643.55402201,39418.9940472632,37241.3006262156,37724.0611098043,35316.1477719577,41425.1247968414,39371.0475498052,38385.4768020066,30750.6088297187,42330.0048456484,40617.9246898625,39709.9180610076,40070.4118149325,37939.1526322957,34216.0481054092,39603.0131907976,36783.9066981061,34765.2916741333,41807.8666614271,35523.7867806688,39404.2681185917,45081.2430548572,39439.4994395406,43508.0228548552,31900.4450486604,43600.7718480972,39718.0462544501,36547.7209817604,33612.7776292439,38735.5580583462,41574.8177062378,32926.9135977999,37864.4703619781,37108.8148308255,44494.3934654816,37108.4983646469
33,"NGA","Nigeria","NGA.33_1","Rivers",1,41559.9742596672,49334.13463604,34086.4959828074,44312.1243175861,37196.7193675786,40136.655952035,41425.4122742714,37042.1796631291,53307.0938956913,46863.3648307976,46258.0341444283,38878.9392248598,40715.8278816406,44291.1466521288,46776.2283217897,35186.5423083981,47086.8373737284,46252.5722857054,43566.4062235506,43924.9230938687,35773.9086901909,44531.0942439322,28121.8843454246,37662.7198981078,36545.8178069227,44007.5054846249,40790.2631678483,36482.3543336154,38412.9279914436,34094.6704604875,44276.570215816,44654.2907904755,30947.8974922212,53358.1459059347,50241.2391250155,40551.3983511388,44766.1159934862,47440.2991844144,51506.9498920323,47694.5530320867,41452.1143198659,37809.9506745453,37226.105423861,40821.8732731904,39902.0369220101,43296.7826163042,41888.4983509924,39252.1163413966,45449.2819178273,47343.8971047252,35285.6963641436,39183.3373487992,40331.1397021016,36073.11144788,51340.7717031693,38879.4779361869,38804.0041954532,49237.8936944178,40452.5793589906,40776.1666405051,46265.1746987936,42236.884503392,39073.106456758,39479.6686904082,49236.1396679266,38370.5166603746,44801.2266485812,38783.0380084987,40888.0026800744,40854.4917327317,56696.4640589303,48258.9674363683,43498.6003908034,40225.3558410454,39144.0475444153,46605.6936582317,48581.2485080528,40896.2207072937,46503.2352525365,43638.1327169622,43338.4511694529,40965.7683812745,36705.4991868668,45621.8354045125,48011.3252217516,42702.8541770827,44655.0241619733,47678.3328782987,42439.5995990924,45768.9547318356,47671.7464192849,38292.9661269955,45719.23930289,38148.2401063732,42122.108551819,44123.9688035801,45472.7558396871,44123.4799347616,50453.1963334704,46313.7604853205
34,"NGA","Nigeria","NGA.34_1","Sokoto",1,35994.1083612742,31035.4674024185,27581.733664181,36218.8759643061,33979.1853390337,30621.8844608081,32234.7779008301,33888.6887671933,34445.23412825,25822.4767871692,30229.4879081674,28589.4977943542,34823.0985323039,34702.6082017563,31727.6586146951,38820.6334458705,37307.7691039185,32144.4759899764,32437.1435180999,39912.1524768773,32954.9578534705,30540.4386625126,36600.3749660284,22657.708209268,33417.2211071001,27620.0778497377,31071.4294565873,35719.5180440875,37063.1376673338,38435.4916358045,33210.2738546531,26730.3535617246,32030.1487155221,27018.729797689,29375.1486196437,41331.1368697954,30659.9569960236,31372.4854909734,37348.2279645134,31299.7095380624,28722.7575487842,31251.5107855149,31737.9948162282,29900.9140688132,38412.7046593792,26063.2938146741,36439.3324219298,29539.3011078362,30028.0706770333,30097.5342093657,26880.0832449949,29389.5458950358,33790.0448082026,32813.2774122251,33530.4078040599,29592.5965053178,35895.2416127382,29943.598936086,38439.1443853982,39723.7455435717,30852.6769614798,43584.5991753314,30797.1627839598,26238.8202037615,34872.8056837701,32084.0822011136,31915.9338748979,26540.0984527439,26038.5674721521,31402.5373766637,34711.5867738274,30880.7465448717,38476.6181295756,35019.1748808973,32318.3960700309,28982.4026648218,28507.5696972701,33533.7582669822,26770.1705894426,41316.7372595526,37365.3636817177,25572.59813338,35588.1494771193,41569.469475735,28425.395680026,34901.4732475056,33999.5363170628,37162.9136379436,23382.3570760417,33492.6786430958,31156.7361751686,25922.9864720756,44403.5611328045,31726.6040428998,28886.0017376757,24741.4971870786,32992.4360078648,32599.6130272793,43970.5423651721,33673.4532474749
35,"NGA","Nigeria","NGA.35_1","Taraba",1,18072.94442779,24781.9216167221,20927.3383240009,25866.0643895795,24147.211526651,25888.992887702,21733.6053824455,16973.2419830009,22816.815268482,23010.0648892596,15703.0145391267,22208.2714188188,18461.2137846758,21383.9070669946,16721.4458363728,26384.243718825,25686.752765108,26549.8272739107,24483.817076707,23402.2335537665,22412.2944533067,18867.659337422,24312.9859093941,23349.8468808962,27140.8838269224,24357.6453709932,24732.3841895466,21366.1321494431,21555.2129173024,22749.1746763618,26569.8836834865,29640.8080375096,21214.4527709652,23905.8627856668,20666.6073864512,23212.9887839624,20602.4162711378,21276.6217194064,22087.7779447149,23079.8230988299,24795.6149392495,25531.1791389943,24747.4435921188,23440.3639907284,21958.3682548345,23317.7979457298,22387.6575712524,24367.1814841919,20924.7419222064,21105.9203260477,22986.2921717415,24828.9076337095,23707.2376690101,20412.7665291921,25586.0064852972,25217.3897108197,21926.3645103739,22419.0299928348,20536.1452546683,20782.050959224,28360.0416896642,20509.5171548661,21267.0011290014,25252.4537125472,24757.6408536797,25145.558151945,21841.3666752564,24059.6577188707,21703.0858337112,25775.8040910043,23265.6900062682,25463.7838071301,23233.1509469753,20167.9224413917,21156.6720359307,20365.5010587276,25528.6582153364,20349.5681857961,23928.4434251469,22029.3648617142,21856.5603116628,16670.0814318415,21835.7128177345,20410.2128360898,25136.245068709,27485.9942044428,23846.517326034,22806.9324002866,22001.0093002978,23418.6715387653,24488.711082951,25477.6114941928,24528.212631998,24943.1993643987,22286.371405076,23001.1888120637,27705.8352532544,24914.9853604515,22634.5415612328,23039.1568658933
36,"NGA","Nigeria","NGA.36_1","Yobe",1,17587.8810060771,19818.7298649572,26424.1495787138,17397.709036506,22745.3248439929,17850.013171766,20184.0388897977,24593.5845290461,23422.0039739305,20743.3844828755,20572.3007448341,20822.5575283114,23021.0664253045,19496.6169542562,18664.9660955848,25043.7551725079,19413.5399581536,18277.0108274447,23369.3437594958,27049.7846703676,20029.8997817785,20228.2085730755,23523.2918466157,25052.6873868349,23151.8019166788,22407.9019260903,19300.6604707044,22819.3535416533,22290.7979093391,22805.9901112553,22733.7474021904,23883.4341048042,21597.1726640556,19917.4745625795,21282.4461856636,20714.1863989449,25684.932345446,22135.525398081,24294.6817153285,22423.4900211508,18873.9415081721,14388.5946107772,23538.7593576386,20854.2854718314,14960.7229376833,16236.5606959765,22152.1033995121,20155.8623981675,23537.6105706907,18928.064806199,23392.0025778325,24415.3106458853,19734.9214229771,24505.2478318778,18005.4033850074,17761.8687862597,17447.3243710002,18684.5854233535,25087.5816794688,19120.9387531517,21282.155369382,22588.9508822242,19651.8166832217,21034.1372908899,23600.5218678432,21337.9282911763,17135.7391524528,24529.2415599027,20081.688045552,20255.8478619321,18968.0774337042,17100.6849040974,25461.4680246678,26017.8320175826,24689.4853347552,19568.4870408829,17992.3586366254,23023.9991086069,20489.1903607477,24732.1670086871,22882.0991655679,19718.3892873917,18997.9344096449,21509.2217935028,17364.094767455,23672.625648588,22402.6740216132,25817.5197424528,18560.2671610669,20622.1567162218,17973.5201821848,18980.9342076955,25109.7957482919,15740.5535278632,23457.8672068384,23193.0742540502,19597.0674495161,22657.3863954977,21359.6376352037,22688.378450628
37,"NGA","Nigeria","NGA.37_1","Zamfara",1,29144.4655573763,25368.1121436907,31152.7990033405,24828.5025824553,23608.359384545,21279.4577748968,25646.5934131986,32174.4286512047,31371.3907627746,36260.0922575771,32898.7953131565,25293.2870846891,33096.6805140712,28583.969802429,27554.114882687,30360.7093667689,25956.3712631131,24368.2422371881,37093.2276344311,25728.0481818192,26894.8274855801,36933.9205083574,27910.3997136869,27249.1207670899,25208.1327334412,30749.3829030029,27694.9834561171,28248.1609463271,31487.9490386223,27431.0314786452,27690.5074283476,32487.3694729674,24295.5107992628,25161.7316718737,28380.0847457027,23552.3907837443,30046.4306744224,34496.1357101724,30363.2852679698,26391.4047936263,24618.7992066681,29748.3361639564,31502.4786024151,23228.6551935966,26619.2734861373,28272.6172764872,22269.9043377369,30863.8135207997,27450.6524445938,28915.1193204272,31850.0267430434,30429.5447595191,28187.7456877054,31892.5272290241,31802.2492692522,28923.1795587718,29043.6419408143,25084.646432901,30191.2940250757,27720.7318457761,26062.2119136896,21913.8815591674,30447.1619925762,28833.8411944142,27853.615176503,28155.3265637983,23302.4974559853,29586.689803303,32841.5023809978,28920.0189435363,31802.2439758294,29051.1777644578,26033.0735692938,31576.1168490968,28585.7224356592,32978.5424339883,28659.6150591847,28597.0077394508,31311.5185394571,28659.1005496554,31141.9446435098,31274.8342011499,29037.546326805,25324.4188363835,28049.0269251687,29986.142412891,34019.2642466579,22019.3230381493,25628.1644484558,29629.822289029,29773.4359231844,26732.3051102796,28643.4772840854,37011.659885689,29173.3136674685,35086.0816003907,25785.2089319043,25217.3509097963,28450.0922146112,26687.3830590676
38,"NER","Niger","NER.1_1","Agadez",3,3992.62225705506,4455.28880389409,5044.45549440695,4068.00320911287,5416.05625802688,4069.31613073869,3510.14502104813,5283.27021331585,4330.45399848978,4326.26165267828,5186.02379586983,4966.19490183123,4764.62567286058,4159.95293613915,4410.77065431462,5496.41494104446,4882.86266379273,3516.58182618019,4544.99098748167,4167.21220494352,4614.68087594595,4400.15132051529,5826.37093713457,5005.15347264065,5565.8112290849,5629.47976802436,4952.62475510549,5744.65395153926,5402.21536308595,4118.20092777036,6478.09619973345,5053.34651359124,5637.74645758829,3940.04735375424,4962.68718218718,4044.31885026212,3791.9010555038,4436.0232586961,4304.518369727,5606.8042976681,5072.20225350805,4153.75884041131,4459.36578310049,4575.10711577064,5291.01510955312,4332.11674646794,3452.51699740992,5942.95397711839,4163.61041315812,4628.72596565771,4316.82052439498,6177.55160594245,4528.63270027717,5003.42642190663,3371.77974894651,4295.80068929124,4147.45780586459,4444.96328786632,4318.92811550245,5313.64243553924,5531.07549023028,4844.87196290874,4724.9116200891,4944.06660186688,5571.66135375431,5330.25808905989,4966.67043476834,5488.12976634706,5841.86090103802,4209.80785722581,4328.68419589567,4240.21632013978,6305.5431473888,4114.92336111978,3788.04933193727,4397.03557488023,4753.40163864112,5071.33684832649,4493.83700869216,5902.71796503091,4312.94840114707,4860.9716683325,3662.19640052791,4503.20803682955,4501.93594518888,4412.31859123941,5295.30561542902,3181.10097254781,4725.46144422749,5074.41729194485,4679.00298821984,4656.8515805085,4026.27321086572,4349.17497063756,5123.42027070142,6322.04227342344,3806.09724952805,4124.34884651205,4325.94755724455,5357.0545728313
39,"NER","Niger","NER.2_1","Diffa",3,7202.72531514407,5801.88024070791,8019.07222779512,6046.42894741782,6436.9731605987,7847.70326632074,7902.26552274597,7194.18010724256,6954.87558610964,7258.66292624198,6276.46190656892,5579.23498591254,6423.92030237525,5821.93265631758,5907.75432104272,6097.78219410439,6934.02124537861,6222.63908030374,6677.41840083382,7894.44623456018,6611.40841227151,4835.98829698466,4942.41209188061,6209.47720650613,5289.46162216637,6111.84925693229,6364.08063833568,6184.29870489077,6516.09749117503,6512.33729839691,7166.73590012988,4848.28281587307,7032.74557021875,7780.89503985112,6840.41488773822,6310.86185560717,3836.31870561229,6907.37632303191,5543.56630232094,5969.07497498493,6509.59147415249,6112.98702305512,5820.08951052639,7029.30018212419,7856.03981930646,7154.12218268696,7364.04407179479,6070.59082742968,6664.43449573783,7435.07634844675,7134.36083993981,5715.06311114752,6915.43523594512,6045.90760887253,5183.2115491107,5798.83324249229,5966.32647335505,6589.95180077732,5687.15589211343,4813.50803113794,6709.01587503552,7010.78587743765,5350.60913021008,6649.69772984749,4954.97128303826,5167.64752013799,6248.33490866335,7962.26933858375,5924.28792590081,5717.67395885537,6714.71043352262,5401.8075018803,7568.38770783757,5481.01282350066,5544.29769346063,7187.51571962729,5538.45593183341,7803.81602744966,5279.95562709746,5923.29604101679,6917.76546278245,4768.21255544209,6017.19378529605,6944.55085983121,5723.12310972518,5149.740953693,5671.68741240197,8148.8366710649,5990.66864506567,6573.42874546543,7347.97027295234,5862.06268876399,6115.55742206132,8023.88245701795,5841.79582928952,5353.2325417156,6321.25515455212,6064.25174736402,6354.29421293112,6379.21469106188
40,"NER","Niger","NER.3_1","Dosso",3,15241.359433213,11331.4449625525,20874.3613948101,15315.8624208047,17592.4922218832,24694.5560825262,19846.2698869208,15978.0692425227,15159.4038503292,19506.0948566837,16700.1952117784,16307.4977489113,21176.9040227195,18474.8015542673,17429.302618644,22713.1079762603,17025.6556216061,17390.472986029,19346.2428167867,19619.6773213795,17877.4656846838,18292.6099974519,16345.0776477548,14766.3242803319,22764.2082246032,15689.5289882842,19667.4314310036,15363.042938013,20588.1125215793,18899.7341983966,15153.6776868989,19085.9033391897,19181.7735218475,19239.6932377612,20928.8178569851,23295.0621807706,19413.9535222519,20504.3301141047,16647.0038704223,15150.1013987069,15232.8023036997,19851.0055190267,23506.6042593486,17170.431343852,16167.8498130979,17586.982239233,18899.2711990773,20090.5722509977,21247.290678324,18954.5513908154,21720.5371289249,15826.9981444233,19204.4826652361,16360.6924441269,13110.5412521331,19440.7021682205,21846.3710459886,16596.536941789,16376.2719974724,26193.4117526768,15863.9172610401,19032.3273709705,17645.3772351548,15314.5766300418,19461.2664181858,17211.3794329749,17839.6298355824,18046.2095158954,17014.7027885502,18323.9209456363,19379.5877522558,19442.1790081556,21942.1969578923,16790.2070064865,15729.0988087532,22337.0777422831,17712.5465330928,18010.9517790418,13934.724172186,14745.4811103079,19347.0548387151,18798.7482797852,17785.2551271053,18326.0561187874,10601.6001064452,18235.2428874744,19223.7873464081,17734.7864526831,19546.1423882784,20021.6830421672,17895.9794967267,20550.7470089937,20964.4218949545,18543.179330996,15956.7150776226,18363.0943314886,21270.4685066575,15633.5515392178,16674.3607314066,13819.0460369616
41,"NER","Niger","NER.4_1","Maradi",3,30865.6671190651,26900.8380673927,27214.0460088836,26730.3041840526,34129.5141860243,33931.8294720327,33269.8908282067,30849.2875320538,27682.092686177,37983.0694942387,28082.2484314882,36934.4510448759,35024.8573062342,26365.7369590533,42615.015002216,29796.9607836084,32300.1766535911,32454.506987176,32704.6341479944,40476.3832245405,28919.2893922935,34859.1499792304,36391.9313964653,32087.6179249922,31913.8962159785,27072.5885340839,30944.3583233085,39282.7713400344,35372.6935950757,28342.2595691189,31550.5171063989,33560.9898768417,34332.1421361957,29902.1262675739,31192.5206210555,35001.7761304697,40146.2916994167,25985.7847966068,39561.8493157772,37078.2553956764,34660.3447194447,32660.0259897248,34123.6684068023,36509.9441537149,35443.9789831178,30812.6929373279,33455.4050867989,32655.2798151139,34944.0941002778,31056.9943753603,39820.3443529577,25833.5909120649,29813.8007804582,35400.181121912,30366.3866893486,32573.9223166739,30962.5026406433,27747.5461247709,30141.2497449145,34489.1052274808,35339.8532554642,29689.2877740369,30187.885803507,34181.998217028,30105.2558335474,29439.9556217294,30720.5270709608,29152.7249420505,26402.8332817823,37799.5967800153,30880.7053461506,28374.2606748807,37954.1468601253,28499.8239651878,40036.474501374,32984.6111698186,37731.5817755312,26821.6302134842,28493.2588511392,31303.7862849611,34844.4494408833,30948.5104893588,32917.8233293269,26864.6719870486,33077.6766008122,30326.8009337288,31613.3851857313,36113.3694933808,33964.2975436439,25681.9637087681,33168.4038001405,27630.050000127,26223.2971053659,39869.450322151,35677.3620178304,28994.9077487388,26701.2708751357,31362.7579568223,26098.9395641851,31391.4860406943
42,"NER","Niger","NER.5_1","Niamey",3,7496.65222885888,6184.2699586596,8349.96042961669,5462.53904822415,8591.38476657828,8641.40577695947,9322.80465324287,7195.91355983103,8515.22977748666,7451.15702040403,10110.6443200896,7539.02968087547,9036.16725661266,7460.78302422897,5734.0628790851,7529.11860803964,6377.64739917774,6615.82367921415,7537.58405033168,4884.75544541174,6685.0274949206,8489.40499904573,4277.13745141718,6867.35536057508,7168.39970289302,8407.21378524678,8994.84299583903,7573.79592945429,7188.49379900506,9743.9416488333,7493.60311329552,8421.73477824018,7276.74620244197,9225.73346196878,7147.40953345813,9645.48451361358,6904.71247920661,6828.79862352294,8281.73439577889,8939.03790871242,8058.28267936809,7898.04538528924,7925.57008932862,9900.66435219,7906.90787600725,9258.70754849062,7933.52001954711,10697.5190801455,9932.94387552689,7873.56302500067,9259.47442891435,6894.23407253912,6958.81567690579,8992.94361818791,7865.78501439199,9052.85326344993,9918.65757095872,7733.8115509207,8283.00660418964,8728.1916723336,7479.22818161363,8148.72754494342,10291.4105446033,7764.32717273974,9041.1199180731,9574.32235335566,7184.92040922958,7795.48208332058,8028.3540564741,7550.98529040331,7978.41106033079,7767.74299505508,9701.26554490961,8370.81298610086,10982.3682471561,7513.4558120623,9489.51321492138,7131.04345160179,7095.17377149737,9244.76684241455,10790.2618555327,7174.79527811265,7349.56057019657,7632.59987365587,9394.20027304351,5683.41581912197,9526.11053236904,5987.99466125582,10174.9212167969,6429.25961997049,9560.08353843543,7219.18181460512,7496.53623614135,7663.52855464036,5475.07951639723,8384.74268444198,5995.88820893355,8001.49112431653,7336.12552695818,8693.39710100662
43,"NER","Niger","NER.6_1","Tahoua",3,34750.1959612331,26739.3408812832,39931.1663571326,34778.298348363,23306.4662573284,31841.9531993932,42091.9581781305,34040.4758763249,25386.5184995715,38769.6726897239,28416.2515201779,19863.9576193762,43478.4060824993,42875.4505597395,34463.0632938553,29126.3634803352,24793.5340002553,35223.471944889,34756.5481210308,34462.2470566493,38749.7033426981,31175.8767148787,30366.7027763544,35364.8700492699,27566.8628574459,34599.0399468816,30307.4306360371,28596.8123737546,39987.5293409857,22116.5942450758,39464.302745919,30651.5399958857,33356.5331716379,36875.1111073558,33456.7145018035,37283.8195157163,30707.3128098793,33793.9568738172,44647.6950652091,37780.2924676344,28504.9884067218,44169.0623898701,28032.1178666736,42368.3028839855,35035.4699553315,40343.2440655546,31353.6207880427,40458.9583995527,34555.0388062221,34207.6229774202,23607.858179229,39131.2843869484,43099.085346039,36250.4213873548,40214.9415956295,31505.4892577848,30919.2716003138,38475.0615529646,35576.0161767573,28993.6479494924,37729.8120406537,41987.5347029685,29522.5639345849,32902.7793656207,38179.583851552,39172.6349145926,35644.0721272946,27523.5429438638,36465.4379823444,36988.9201287159,39242.4038196493,30822.0528026465,27897.4131351759,35854.5497202153,30109.6285422364,32669.7337958491,31113.7131633434,33461.1835879301,26483.9997691879,30098.0878558635,37025.6565992456,29913.091643995,38522.6732468493,34642.2883439384,33336.9128993871,33215.6368852371,29129.8920148025,31658.9164689016,47610.2438031351,41015.9378951865,36186.9187198206,33828.9048766443,35400.5126594887,28721.5465212483,34434.1068922094,25612.330363196,25952.194084285,31625.8476329954,31192.2400554368,33211.4002993829
44,"NER","Niger","NER.7_1","Tillabéry",3,24120.8276526731,24672.9882846734,28060.5340464038,36905.3124800801,22854.2787084512,20409.3910387943,23420.3788201175,29198.155947481,23255.425767763,27355.9207163162,29734.0496364779,34273.3027942341,19830.6069845992,24819.0484791854,24167.3840196219,25041.6598692638,20445.7947754891,24007.1415034358,28685.3640823646,27125.0416792828,23800.3913080984,25531.1874145417,26189.6365033373,26995.2457416953,22815.0669687202,26999.5880487723,24195.024431465,18327.2875636713,30270.9230477506,21418.4953538775,25218.3018559082,18039.9960415235,25948.2665828344,29996.6181371361,26619.2392019754,21460.7297788075,33923.4557326557,33282.9941874229,32684.7114143412,20247.1192689887,31066.3060203004,31453.3801107972,32317.4649210321,31959.7766973084,34031.1192762956,26488.1848001451,27724.5870920567,29859.8912607157,27608.8654462442,24118.9870848935,24617.2023992814,26333.1674992242,27320.7171411762,25644.6193897613,24202.2297369635,31265.9065561632,27102.5007047235,28144.148285908,20793.7694731271,22452.9125430253,31882.6272409386,29214.1770759061,24365.5790367276,27154.7414700727,30104.8683703528,25093.136774199,21968.0145581352,26267.9748878117,32306.8798730385,28984.8410916008,21849.1938556351,25960.9961474732,18117.0820532326,30393.9286712308,33688.5181401993,27238.4952418609,28046.6485951683,24058.9929285327,26476.3005656355,27262.4465062795,35485.5351374273,23146.5688813505,35593.5040654398,36700.2850491365,29509.490630521,28722.8962451705,25817.9464432372,22049.5491578416,25954.1807835894,30348.0381304561,28749.8087419542,30973.4530615177,30815.6994648419,25705.5400527253,28820.4090414951,30459.179661056,23283.3512859776,27687.1543644869,27293.7387182339,24642.5008745904
